asset,year,region,installed,technology,capacity
0,2022,R1,2020,gasCCGT,2.00000000000
0,2025,R1,2020,gasCCGT,2.00000000000
2,2022,R1,2020,windturbine,119.50000000000
2,2025,R1,2020,windturbine,119.50000000000
2,2027,R1,2020,windturbine,119.50000000000
2,2030,R1,2020,windturbine,119.50000000000
2,2035,R1,2020,windturbine,119.50000000000
2,2040,R1,2020,windturbine,119.50000000000
2,2045,R1,2020,windturbine,119.50000000000
2,2046,R1,2020,windturbine,119.50000000000
3,2022,R2,2020,gasCCGT,2.00000000000
3,2025,R2,2020,gasCCGT,2.00000000000
5,2022,R2,2020,windturbine,119.50000000000
5,2025,R2,2020,windturbine,119.50000000000
5,2027,R2,2020,windturbine,119.50000000000
5,2030,R2,2020,windturbine,119.50000000000
5,2035,R2,2020,windturbine,119.50000000000
5,2040,R2,2020,windturbine,119.50000000000
5,2045,R2,2020,windturbine,119.50000000000
5,2046,R2,2020,windturbine,119.50000000000
