asset,year,region,technology,installed,capacity
4,2028,R1,windturbine,2020,119.50000000000
4,2029,R1,windturbine,2020,119.50000000000
4,2030,R1,windturbine,2020,119.50000000000
4,2031,R1,windturbine,2020,119.50000000000
4,2033,R1,windturbine,2020,119.50000000000
4,2035,R1,windturbine,2020,119.50000000000
4,2040,R1,windturbine,2020,119.50000000000
4,2045,R1,windturbine,2020,119.50000000000
4,2046,R1,windturbine,2020,119.50000000000
5,2030,R1,windturbine,2028,104.94230000000
5,2054,R1,windturbine,2028,104.94230000000
10,2028,R2,windturbine,2020,119.50000000000
10,2029,R2,windturbine,2020,119.50000000000
10,2030,R2,windturbine,2020,119.50000000000
10,2031,R2,windturbine,2020,119.50000000000
10,2033,R2,windturbine,2020,119.50000000000
10,2035,R2,windturbine,2020,119.50000000000
10,2040,R2,windturbine,2020,119.50000000000
10,2045,R2,windturbine,2020,119.50000000000
10,2046,R2,windturbine,2020,119.50000000000
11,2030,R2,windturbine,2028,104.94230000000
11,2054,R2,windturbine,2028,104.94230000000
