asset,year,region,installed,technology,capacity
0,2045,R1,2020,gasCCGT,10.00000000000
0,2049,R1,2020,gasCCGT,10.00000000000
0,2050,R1,2020,gasCCGT,10.00000000000
0,2059,R1,2020,gasCCGT,10.00000000000
1,2045,R1,2020,solarPV,10.00000000000
1,2049,R1,2020,solarPV,10.00000000000
2,2045,R1,2020,windturbine,15.17200000000
2,2049,R1,2020,windturbine,15.17200000000
4,2050,R1,2045,solarPV,10.00000000000
4,2059,R1,2045,solarPV,10.00000000000
4,2060,R1,2045,solarPV,10.00000000000
4,2074,R1,2045,solarPV,10.00000000000
5,2050,R1,2045,windturbine,10.96480000000
5,2059,R1,2045,windturbine,10.96480000000
5,2060,R1,2045,windturbine,10.96480000000
5,2074,R1,2045,windturbine,10.96480000000
