,commodity,region,technology,year,supply
0,heat,R1,gasboiler,2055,0.17270000000
1,heat,R1,heatpump,2055,0.74230000000
2,heat,R1,heatpump,2055,0.58500000000
3,heat,R1,heatpump,2060,0.58500000000
4,heat,R1,heatpump,2060,0.91500000000
5,CO2f,R1,gasboiler,2055,11.17330000000
6,heat,R1,gasboiler,2055,0.25900000000
7,heat,R1,heatpump,2055,1.11350000000
8,heat,R1,heatpump,2055,0.87750000000
9,heat,R1,heatpump,2060,0.87750000000
10,heat,R1,heatpump,2060,1.37250000000
11,CO2f,R1,gasboiler,2055,16.75990000000
12,heat,R1,gasboiler,2055,0.17270000000
13,heat,R1,heatpump,2055,0.74230000000
14,heat,R1,heatpump,2055,0.58500000000
15,heat,R1,heatpump,2060,0.58500000000
16,heat,R1,heatpump,2060,0.91500000000
17,CO2f,R1,gasboiler,2055,11.17330000000
18,heat,R1,gasboiler,2055,0.25900000000
19,heat,R1,heatpump,2055,1.11350000000
20,heat,R1,heatpump,2055,0.87750000000
21,heat,R1,heatpump,2060,0.87750000000
22,heat,R1,heatpump,2060,1.37250000000
23,CO2f,R1,gasboiler,2055,16.75990000000
24,heat,R1,gasboiler,2055,0.51800000000
25,heat,R1,heatpump,2055,2.22700000000
26,heat,R1,heatpump,2055,1.75500000000
27,heat,R1,heatpump,2060,1.75500000000
28,heat,R1,heatpump,2060,2.74500000000
29,CO2f,R1,gasboiler,2055,33.51980000000
30,heat,R1,gasboiler,2055,0.34530000000
31,heat,R1,heatpump,2055,1.48470000000
32,heat,R1,heatpump,2055,1.17000000000
33,heat,R1,heatpump,2060,1.17000000000
34,heat,R1,heatpump,2060,1.83000000000
35,CO2f,R1,gasboiler,2055,22.34650000000
