,commodity,region,technology,year,supply
0,heat,R1,gasboiler,2040,0.58220000000
1,heat,R1,heatpump,2040,0.50170000000
2,heat,R1,heatpump,2040,0.24950000000
3,heat,R1,gasboiler,2045,0.58220000000
4,heat,R1,heatpump,2045,0.24950000000
5,heat,R1,heatpump,2045,0.58500000000
6,CO2f,R1,gasboiler,2040,37.67200000000
7,CO2f,R1,gasboiler,2045,37.67200000000
8,heat,R1,gasboiler,2040,0.87320000000
9,heat,R1,heatpump,2040,0.75250000000
10,heat,R1,heatpump,2040,0.37420000000
11,heat,R1,gasboiler,2045,0.87320000000
12,heat,R1,heatpump,2045,0.37420000000
13,heat,R1,heatpump,2045,0.87750000000
14,CO2f,R1,gasboiler,2040,56.50800000000
15,CO2f,R1,gasboiler,2045,56.50800000000
16,heat,R1,gasboiler,2040,0.58220000000
17,heat,R1,heatpump,2040,0.50170000000
18,heat,R1,heatpump,2040,0.24950000000
19,heat,R1,gasboiler,2045,0.58220000000
20,heat,R1,heatpump,2045,0.24950000000
21,heat,R1,heatpump,2045,0.58500000000
22,CO2f,R1,gasboiler,2040,37.67200000000
23,CO2f,R1,gasboiler,2045,37.67200000000
24,heat,R1,gasboiler,2040,0.87320000000
25,heat,R1,heatpump,2040,0.75250000000
26,heat,R1,heatpump,2040,0.37420000000
27,heat,R1,gasboiler,2045,0.87320000000
28,heat,R1,heatpump,2045,0.37420000000
29,heat,R1,heatpump,2045,0.87750000000
30,CO2f,R1,gasboiler,2040,56.50800000000
31,CO2f,R1,gasboiler,2045,56.50800000000
32,heat,R1,gasboiler,2040,1.74650000000
33,heat,R1,heatpump,2040,1.50500000000
34,heat,R1,heatpump,2040,0.74850000000
35,heat,R1,gasboiler,2045,1.74650000000
36,heat,R1,heatpump,2045,0.74850000000
37,heat,R1,heatpump,2045,1.75500000000
38,CO2f,R1,gasboiler,2040,113.01600000000
39,CO2f,R1,gasboiler,2045,113.01600000000
40,heat,R1,gasboiler,2040,1.16430000000
41,heat,R1,heatpump,2040,1.00330000000
42,heat,R1,heatpump,2040,0.49900000000
43,heat,R1,gasboiler,2045,1.16430000000
44,heat,R1,heatpump,2045,0.49900000000
45,heat,R1,heatpump,2045,1.17000000000
46,CO2f,R1,gasboiler,2040,75.34400000000
47,CO2f,R1,gasboiler,2045,75.34400000000
