timeslice,commodity,region,year,asset,technology,installed,month,day,hour,supply
1,heat,R2,2032,1,gasboiler,2024,all-year,all-week,morning,0.07260000000
1,heat,R2,2032,2,heatpump,2022,all-year,all-week,morning,0.07140000000
1,heat,R2,2032,3,heatpump,2024,all-year,all-week,morning,0.15490000000
1,heat,R2,2032,4,heatpump,2026,all-year,all-week,morning,0.07140000000
1,heat,R2,2032,5,heatpump,2028,all-year,all-week,morning,0.07140000000
1,heat,R2,2032,6,heatpump,2030,all-year,all-week,morning,0.52210000000
1,heat,R2,2032,8,heatpump,2022,all-year,all-week,morning,0.07140000000
1,heat,R2,2032,9,heatpump,2024,all-year,all-week,morning,0.15490000000
1,heat,R2,2032,10,heatpump,2026,all-year,all-week,morning,0.07140000000
1,heat,R2,2032,11,heatpump,2028,all-year,all-week,morning,0.07140000000
1,heat,R2,2032,12,heatpump,2030,all-year,all-week,morning,0.52210000000
1,heat,R2,2034,0,gasboiler,2024,all-year,all-week,morning,0.07260000000
1,heat,R2,2034,1,gasboiler,2024,all-year,all-week,morning,0.07260000000
1,heat,R2,2034,3,heatpump,2024,all-year,all-week,morning,0.15490000000
1,heat,R2,2034,4,heatpump,2026,all-year,all-week,morning,0.07140000000
1,heat,R2,2034,5,heatpump,2028,all-year,all-week,morning,0.07140000000
1,heat,R2,2034,6,heatpump,2030,all-year,all-week,morning,0.52210000000
1,heat,R2,2034,7,heatpump,2032,all-year,all-week,morning,0.14280000000
1,heat,R2,2034,9,heatpump,2024,all-year,all-week,morning,0.15490000000
1,heat,R2,2034,10,heatpump,2026,all-year,all-week,morning,0.07140000000
1,heat,R2,2034,11,heatpump,2028,all-year,all-week,morning,0.07140000000
1,heat,R2,2034,12,heatpump,2030,all-year,all-week,morning,0.52210000000
1,heat,R2,2034,13,heatpump,2032,all-year,all-week,morning,0.14280000000
1,CO2f,R1,2032,0,gasboiler,2024,all-year,all-week,morning,4.70040000000
1,CO2f,R1,2032,1,gasboiler,2024,all-year,all-week,morning,4.70040000000
1,CO2f,R1,2034,0,gasboiler,2024,all-year,all-week,morning,4.70040000000
1,CO2f,R1,2034,1,gasboiler,2024,all-year,all-week,morning,4.70040000000
1,CO2f,R2,2032,0,gasboiler,2024,all-year,all-week,morning,4.70040000000
1,CO2f,R2,2032,1,gasboiler,2024,all-year,all-week,morning,4.70040000000
1,CO2f,R2,2034,0,gasboiler,2024,all-year,all-week,morning,4.70040000000
1,CO2f,R2,2034,1,gasboiler,2024,all-year,all-week,morning,4.70040000000
2,heat,R1,2032,0,gasboiler,2024,all-year,all-week,mid-afternoon,0.04840000000
2,heat,R1,2032,1,gasboiler,2024,all-year,all-week,mid-afternoon,0.04840000000
2,heat,R1,2032,2,heatpump,2022,all-year,all-week,mid-afternoon,0.04760000000
2,heat,R1,2032,3,heatpump,2024,all-year,all-week,mid-afternoon,0.10330000000
2,heat,R1,2032,4,heatpump,2026,all-year,all-week,mid-afternoon,0.04760000000
2,heat,R1,2032,5,heatpump,2028,all-year,all-week,mid-afternoon,0.04760000000
2,heat,R1,2032,6,heatpump,2030,all-year,all-week,mid-afternoon,0.34810000000
2,heat,R1,2032,8,heatpump,2022,all-year,all-week,mid-afternoon,0.04760000000
2,heat,R1,2032,9,heatpump,2024,all-year,all-week,mid-afternoon,0.10330000000
2,heat,R1,2032,10,heatpump,2026,all-year,all-week,mid-afternoon,0.04760000000
2,heat,R1,2032,11,heatpump,2028,all-year,all-week,mid-afternoon,0.04760000000
2,heat,R1,2032,12,heatpump,2030,all-year,all-week,mid-afternoon,0.34810000000
2,heat,R1,2034,0,gasboiler,2024,all-year,all-week,mid-afternoon,0.04840000000
2,heat,R1,2034,1,gasboiler,2024,all-year,all-week,mid-afternoon,0.04840000000
2,heat,R1,2034,3,heatpump,2024,all-year,all-week,mid-afternoon,0.10330000000
2,heat,R1,2034,4,heatpump,2026,all-year,all-week,mid-afternoon,0.04760000000
2,heat,R1,2034,5,heatpump,2028,all-year,all-week,mid-afternoon,0.04760000000
2,heat,R1,2034,6,heatpump,2030,all-year,all-week,mid-afternoon,0.34810000000
2,heat,R1,2034,7,heatpump,2032,all-year,all-week,mid-afternoon,0.09520000000
2,heat,R1,2034,9,heatpump,2024,all-year,all-week,mid-afternoon,0.10330000000
2,heat,R1,2034,10,heatpump,2026,all-year,all-week,mid-afternoon,0.04760000000
2,heat,R1,2034,11,heatpump,2028,all-year,all-week,mid-afternoon,0.04760000000
2,heat,R1,2034,12,heatpump,2030,all-year,all-week,mid-afternoon,0.34810000000
2,heat,R1,2034,13,heatpump,2032,all-year,all-week,mid-afternoon,0.09520000000
2,heat,R2,2032,0,gasboiler,2024,all-year,all-week,mid-afternoon,0.04840000000
2,heat,R2,2032,1,gasboiler,2024,all-year,all-week,mid-afternoon,0.04840000000
2,heat,R2,2032,2,heatpump,2022,all-year,all-week,mid-afternoon,0.04760000000
2,heat,R2,2032,3,heatpump,2024,all-year,all-week,mid-afternoon,0.10330000000
2,heat,R2,2032,4,heatpump,2026,all-year,all-week,mid-afternoon,0.04760000000
2,heat,R2,2032,5,heatpump,2028,all-year,all-week,mid-afternoon,0.04760000000
2,heat,R2,2032,6,heatpump,2030,all-year,all-week,mid-afternoon,0.34810000000
2,heat,R2,2032,8,heatpump,2022,all-year,all-week,mid-afternoon,0.04760000000
2,heat,R2,2032,9,heatpump,2024,all-year,all-week,mid-afternoon,0.10330000000
2,heat,R2,2032,10,heatpump,2026,all-year,all-week,mid-afternoon,0.04760000000
2,heat,R2,2032,11,heatpump,2028,all-year,all-week,mid-afternoon,0.04760000000
2,heat,R2,2032,12,heatpump,2030,all-year,all-week,mid-afternoon,0.34810000000
2,heat,R2,2034,0,gasboiler,2024,all-year,all-week,mid-afternoon,0.04840000000
2,heat,R2,2034,1,gasboiler,2024,all-year,all-week,mid-afternoon,0.04840000000
2,heat,R2,2034,3,heatpump,2024,all-year,all-week,mid-afternoon,0.10330000000
2,heat,R2,2034,4,heatpump,2026,all-year,all-week,mid-afternoon,0.04760000000
2,heat,R2,2034,5,heatpump,2028,all-year,all-week,mid-afternoon,0.04760000000
2,heat,R2,2034,6,heatpump,2030,all-year,all-week,mid-afternoon,0.34810000000
2,heat,R2,2034,7,heatpump,2032,all-year,all-week,mid-afternoon,0.09520000000
2,heat,R2,2034,9,heatpump,2024,all-year,all-week,mid-afternoon,0.10330000000
2,heat,R2,2034,10,heatpump,2026,all-year,all-week,mid-afternoon,0.04760000000
2,heat,R2,2034,11,heatpump,2028,all-year,all-week,mid-afternoon,0.04760000000
2,heat,R2,2034,12,heatpump,2030,all-year,all-week,mid-afternoon,0.34810000000
2,heat,R2,2034,13,heatpump,2032,all-year,all-week,mid-afternoon,0.09520000000
2,CO2f,R1,2032,0,gasboiler,2024,all-year,all-week,mid-afternoon,3.13360000000
2,CO2f,R1,2032,1,gasboiler,2024,all-year,all-week,mid-afternoon,3.13360000000
2,CO2f,R1,2034,0,gasboiler,2024,all-year,all-week,mid-afternoon,3.13360000000
2,CO2f,R1,2034,1,gasboiler,2024,all-year,all-week,mid-afternoon,3.13360000000
2,CO2f,R2,2032,0,gasboiler,2024,all-year,all-week,mid-afternoon,3.13360000000
2,CO2f,R2,2032,1,gasboiler,2024,all-year,all-week,mid-afternoon,3.13360000000
2,CO2f,R2,2034,0,gasboiler,2024,all-year,all-week,mid-afternoon,3.13360000000
2,CO2f,R2,2034,1,gasboiler,2024,all-year,all-week,mid-afternoon,3.13360000000
3,heat,R1,2032,0,gasboiler,2024,all-year,all-week,early-peak,0.07260000000
3,heat,R1,2032,1,gasboiler,2024,all-year,all-week,early-peak,0.07260000000
3,heat,R1,2032,2,heatpump,2022,all-year,all-week,early-peak,0.07140000000
3,heat,R1,2032,3,heatpump,2024,all-year,all-week,early-peak,0.15490000000
3,heat,R1,2032,4,heatpump,2026,all-year,all-week,early-peak,0.07140000000
3,heat,R1,2032,5,heatpump,2028,all-year,all-week,early-peak,0.07140000000
3,heat,R1,2032,6,heatpump,2030,all-year,all-week,early-peak,0.52210000000
3,heat,R1,2032,8,heatpump,2022,all-year,all-week,early-peak,0.07140000000
3,heat,R1,2032,9,heatpump,2024,all-year,all-week,early-peak,0.15490000000
3,heat,R1,2032,10,heatpump,2026,all-year,all-week,early-peak,0.07140000000
3,heat,R1,2032,11,heatpump,2028,all-year,all-week,early-peak,0.07140000000
3,heat,R1,2032,12,heatpump,2030,all-year,all-week,early-peak,0.52210000000
3,heat,R1,2034,0,gasboiler,2024,all-year,all-week,early-peak,0.07260000000
3,heat,R1,2034,1,gasboiler,2024,all-year,all-week,early-peak,0.07260000000
3,heat,R1,2034,3,heatpump,2024,all-year,all-week,early-peak,0.15490000000
3,heat,R1,2034,4,heatpump,2026,all-year,all-week,early-peak,0.07140000000
3,heat,R1,2034,5,heatpump,2028,all-year,all-week,early-peak,0.07140000000
3,heat,R1,2034,6,heatpump,2030,all-year,all-week,early-peak,0.52210000000
3,heat,R1,2034,7,heatpump,2032,all-year,all-week,early-peak,0.14280000000
3,heat,R1,2034,9,heatpump,2024,all-year,all-week,early-peak,0.15490000000
3,heat,R1,2034,10,heatpump,2026,all-year,all-week,early-peak,0.07140000000
3,heat,R1,2034,11,heatpump,2028,all-year,all-week,early-peak,0.07140000000
3,heat,R1,2034,12,heatpump,2030,all-year,all-week,early-peak,0.52210000000
3,heat,R1,2034,13,heatpump,2032,all-year,all-week,early-peak,0.14280000000
3,heat,R2,2032,0,gasboiler,2024,all-year,all-week,early-peak,0.07260000000
3,heat,R2,2032,1,gasboiler,2024,all-year,all-week,early-peak,0.07260000000
3,heat,R2,2032,2,heatpump,2022,all-year,all-week,early-peak,0.07140000000
3,heat,R2,2032,3,heatpump,2024,all-year,all-week,early-peak,0.15490000000
3,heat,R2,2032,4,heatpump,2026,all-year,all-week,early-peak,0.07140000000
3,heat,R2,2032,5,heatpump,2028,all-year,all-week,early-peak,0.07140000000
3,heat,R2,2032,6,heatpump,2030,all-year,all-week,early-peak,0.52210000000
3,heat,R2,2032,8,heatpump,2022,all-year,all-week,early-peak,0.07140000000
3,heat,R2,2032,9,heatpump,2024,all-year,all-week,early-peak,0.15490000000
3,heat,R2,2032,10,heatpump,2026,all-year,all-week,early-peak,0.07140000000
3,heat,R2,2032,11,heatpump,2028,all-year,all-week,early-peak,0.07140000000
3,heat,R2,2032,12,heatpump,2030,all-year,all-week,early-peak,0.52210000000
3,heat,R2,2034,0,gasboiler,2024,all-year,all-week,early-peak,0.07260000000
3,heat,R2,2034,1,gasboiler,2024,all-year,all-week,early-peak,0.07260000000
3,heat,R2,2034,3,heatpump,2024,all-year,all-week,early-peak,0.15490000000
3,heat,R2,2034,4,heatpump,2026,all-year,all-week,early-peak,0.07140000000
3,heat,R2,2034,5,heatpump,2028,all-year,all-week,early-peak,0.07140000000
3,heat,R2,2034,6,heatpump,2030,all-year,all-week,early-peak,0.52210000000
3,heat,R2,2034,7,heatpump,2032,all-year,all-week,early-peak,0.14280000000
3,heat,R2,2034,9,heatpump,2024,all-year,all-week,early-peak,0.15490000000
3,heat,R2,2034,10,heatpump,2026,all-year,all-week,early-peak,0.07140000000
3,heat,R2,2034,11,heatpump,2028,all-year,all-week,early-peak,0.07140000000
3,heat,R2,2034,12,heatpump,2030,all-year,all-week,early-peak,0.52210000000
3,heat,R2,2034,13,heatpump,2032,all-year,all-week,early-peak,0.14280000000
3,CO2f,R1,2032,0,gasboiler,2024,all-year,all-week,early-peak,4.70040000000
3,CO2f,R1,2032,1,gasboiler,2024,all-year,all-week,early-peak,4.70040000000
3,CO2f,R1,2034,0,gasboiler,2024,all-year,all-week,early-peak,4.70040000000
3,CO2f,R1,2034,1,gasboiler,2024,all-year,all-week,early-peak,4.70040000000
3,CO2f,R2,2032,0,gasboiler,2024,all-year,all-week,early-peak,4.70040000000
3,CO2f,R2,2032,1,gasboiler,2024,all-year,all-week,early-peak,4.70040000000
3,CO2f,R2,2034,0,gasboiler,2024,all-year,all-week,early-peak,4.70040000000
3,CO2f,R2,2034,1,gasboiler,2024,all-year,all-week,early-peak,4.70040000000
4,heat,R1,2032,0,gasboiler,2024,all-year,all-week,late-peak,0.14530000000
4,heat,R1,2032,1,gasboiler,2024,all-year,all-week,late-peak,0.14530000000
4,heat,R1,2032,2,heatpump,2022,all-year,all-week,late-peak,0.14290000000
4,heat,R1,2032,3,heatpump,2024,all-year,all-week,late-peak,0.31000000000
4,heat,R1,2032,4,heatpump,2026,all-year,all-week,late-peak,0.14290000000
4,heat,R1,2032,5,heatpump,2028,all-year,all-week,late-peak,0.14290000000
4,heat,R1,2032,6,heatpump,2030,all-year,all-week,late-peak,1.04470000000
4,heat,R1,2032,8,heatpump,2022,all-year,all-week,late-peak,0.14290000000
4,heat,R1,2032,9,heatpump,2024,all-year,all-week,late-peak,0.31000000000
4,heat,R1,2032,10,heatpump,2026,all-year,all-week,late-peak,0.14290000000
4,heat,R1,2032,11,heatpump,2028,all-year,all-week,late-peak,0.14290000000
4,heat,R1,2032,12,heatpump,2030,all-year,all-week,late-peak,1.04470000000
4,heat,R1,2034,0,gasboiler,2024,all-year,all-week,late-peak,0.14530000000
4,heat,R1,2034,1,gasboiler,2024,all-year,all-week,late-peak,0.14530000000
4,heat,R1,2034,3,heatpump,2024,all-year,all-week,late-peak,0.31000000000
4,heat,R1,2034,4,heatpump,2026,all-year,all-week,late-peak,0.14290000000
4,heat,R1,2034,5,heatpump,2028,all-year,all-week,late-peak,0.14290000000
4,heat,R1,2034,6,heatpump,2030,all-year,all-week,late-peak,1.04470000000
4,heat,R1,2034,7,heatpump,2032,all-year,all-week,late-peak,0.28570000000
4,heat,R1,2034,9,heatpump,2024,all-year,all-week,late-peak,0.31000000000
4,heat,R1,2034,10,heatpump,2026,all-year,all-week,late-peak,0.14290000000
4,heat,R1,2034,11,heatpump,2028,all-year,all-week,late-peak,0.14290000000
4,heat,R1,2034,12,heatpump,2030,all-year,all-week,late-peak,1.04470000000
4,heat,R1,2034,13,heatpump,2032,all-year,all-week,late-peak,0.28570000000
4,heat,R2,2032,0,gasboiler,2024,all-year,all-week,late-peak,0.14530000000
4,heat,R2,2032,1,gasboiler,2024,all-year,all-week,late-peak,0.14530000000
4,heat,R2,2032,2,heatpump,2022,all-year,all-week,late-peak,0.14290000000
4,heat,R2,2032,3,heatpump,2024,all-year,all-week,late-peak,0.31000000000
4,heat,R2,2032,4,heatpump,2026,all-year,all-week,late-peak,0.14290000000
4,heat,R2,2032,5,heatpump,2028,all-year,all-week,late-peak,0.14290000000
4,heat,R2,2032,6,heatpump,2030,all-year,all-week,late-peak,1.04470000000
4,heat,R2,2032,8,heatpump,2022,all-year,all-week,late-peak,0.14290000000
4,heat,R2,2032,9,heatpump,2024,all-year,all-week,late-peak,0.31000000000
4,heat,R2,2032,10,heatpump,2026,all-year,all-week,late-peak,0.14290000000
4,heat,R2,2032,11,heatpump,2028,all-year,all-week,late-peak,0.14290000000
4,heat,R2,2032,12,heatpump,2030,all-year,all-week,late-peak,1.04470000000
4,heat,R2,2034,0,gasboiler,2024,all-year,all-week,late-peak,0.14530000000
4,heat,R2,2034,1,gasboiler,2024,all-year,all-week,late-peak,0.14530000000
4,heat,R2,2034,3,heatpump,2024,all-year,all-week,late-peak,0.31000000000
4,heat,R2,2034,4,heatpump,2026,all-year,all-week,late-peak,0.14290000000
4,heat,R2,2034,5,heatpump,2028,all-year,all-week,late-peak,0.14290000000
4,heat,R2,2034,6,heatpump,2030,all-year,all-week,late-peak,1.04470000000
4,heat,R2,2034,7,heatpump,2032,all-year,all-week,late-peak,0.28570000000
4,heat,R2,2034,9,heatpump,2024,all-year,all-week,late-peak,0.31000000000
4,heat,R2,2034,10,heatpump,2026,all-year,all-week,late-peak,0.14290000000
4,heat,R2,2034,11,heatpump,2028,all-year,all-week,late-peak,0.14290000000
4,heat,R2,2034,12,heatpump,2030,all-year,all-week,late-peak,1.04470000000
4,heat,R2,2034,13,heatpump,2032,all-year,all-week,late-peak,0.28570000000
4,CO2f,R1,2032,0,gasboiler,2024,all-year,all-week,late-peak,9.40510000000
4,CO2f,R1,2032,1,gasboiler,2024,all-year,all-week,late-peak,9.40510000000
4,CO2f,R1,2034,0,gasboiler,2024,all-year,all-week,late-peak,9.40510000000
4,CO2f,R1,2034,1,gasboiler,2024,all-year,all-week,late-peak,9.40510000000
4,CO2f,R2,2032,0,gasboiler,2024,all-year,all-week,late-peak,9.40510000000
4,CO2f,R2,2032,1,gasboiler,2024,all-year,all-week,late-peak,9.40510000000
4,CO2f,R2,2034,0,gasboiler,2024,all-year,all-week,late-peak,9.40510000000
4,CO2f,R2,2034,1,gasboiler,2024,all-year,all-week,late-peak,9.40510000000
5,heat,R1,2032,0,gasboiler,2024,all-year,all-week,evening,0.09690000000
5,heat,R1,2032,1,gasboiler,2024,all-year,all-week,evening,0.09690000000
5,heat,R1,2032,2,heatpump,2022,all-year,all-week,evening,0.09530000000
5,heat,R1,2032,3,heatpump,2024,all-year,all-week,evening,0.20670000000
5,heat,R1,2032,4,heatpump,2026,all-year,all-week,evening,0.09530000000
5,heat,R1,2032,5,heatpump,2028,all-year,all-week,evening,0.09530000000
5,heat,R1,2032,6,heatpump,2030,all-year,all-week,evening,0.69670000000
5,heat,R1,2032,8,heatpump,2022,all-year,all-week,evening,0.09530000000
5,heat,R1,2032,9,heatpump,2024,all-year,all-week,evening,0.20670000000
5,heat,R1,2032,10,heatpump,2026,all-year,all-week,evening,0.09530000000
5,heat,R1,2032,11,heatpump,2028,all-year,all-week,evening,0.09530000000
5,heat,R1,2032,12,heatpump,2030,all-year,all-week,evening,0.69670000000
5,heat,R1,2034,0,gasboiler,2024,all-year,all-week,evening,0.09690000000
5,heat,R1,2034,1,gasboiler,2024,all-year,all-week,evening,0.09690000000
5,heat,R1,2034,3,heatpump,2024,all-year,all-week,evening,0.20670000000
5,heat,R1,2034,4,heatpump,2026,all-year,all-week,evening,0.09530000000
5,heat,R1,2034,5,heatpump,2028,all-year,all-week,evening,0.09530000000
5,heat,R1,2034,6,heatpump,2030,all-year,all-week,evening,0.69670000000
5,heat,R1,2034,7,heatpump,2032,all-year,all-week,evening,0.19050000000
5,heat,R1,2034,9,heatpump,2024,all-year,all-week,evening,0.20670000000
5,heat,R1,2034,10,heatpump,2026,all-year,all-week,evening,0.09530000000
5,heat,R1,2034,11,heatpump,2028,all-year,all-week,evening,0.09530000000
5,heat,R1,2034,12,heatpump,2030,all-year,all-week,evening,0.69670000000
5,heat,R1,2034,13,heatpump,2032,all-year,all-week,evening,0.19050000000
5,heat,R2,2032,0,gasboiler,2024,all-year,all-week,evening,0.09690000000
5,heat,R2,2032,1,gasboiler,2024,all-year,all-week,evening,0.09690000000
5,heat,R2,2032,2,heatpump,2022,all-year,all-week,evening,0.09530000000
5,heat,R2,2032,3,heatpump,2024,all-year,all-week,evening,0.20670000000
5,heat,R2,2032,4,heatpump,2026,all-year,all-week,evening,0.09530000000
5,heat,R2,2032,5,heatpump,2028,all-year,all-week,evening,0.09530000000
5,heat,R2,2032,6,heatpump,2030,all-year,all-week,evening,0.69670000000
5,heat,R2,2032,8,heatpump,2022,all-year,all-week,evening,0.09530000000
5,heat,R2,2032,9,heatpump,2024,all-year,all-week,evening,0.20670000000
5,heat,R2,2032,10,heatpump,2026,all-year,all-week,evening,0.09530000000
5,heat,R2,2032,11,heatpump,2028,all-year,all-week,evening,0.09530000000
5,heat,R2,2032,12,heatpump,2030,all-year,all-week,evening,0.69670000000
5,heat,R2,2034,0,gasboiler,2024,all-year,all-week,evening,0.09690000000
5,heat,R2,2034,1,gasboiler,2024,all-year,all-week,evening,0.09690000000
5,heat,R2,2034,3,heatpump,2024,all-year,all-week,evening,0.20670000000
5,heat,R2,2034,4,heatpump,2026,all-year,all-week,evening,0.09530000000
5,heat,R2,2034,5,heatpump,2028,all-year,all-week,evening,0.09530000000
5,heat,R2,2034,6,heatpump,2030,all-year,all-week,evening,0.69670000000
5,heat,R2,2034,7,heatpump,2032,all-year,all-week,evening,0.19050000000
5,heat,R2,2034,9,heatpump,2024,all-year,all-week,evening,0.20670000000
5,heat,R2,2034,10,heatpump,2026,all-year,all-week,evening,0.09530000000
5,heat,R2,2034,11,heatpump,2028,all-year,all-week,evening,0.09530000000
5,heat,R2,2034,12,heatpump,2030,all-year,all-week,evening,0.69670000000
5,heat,R2,2034,13,heatpump,2032,all-year,all-week,evening,0.19050000000
5,CO2f,R1,2032,0,gasboiler,2024,all-year,all-week,evening,6.27150000000
5,CO2f,R1,2032,1,gasboiler,2024,all-year,all-week,evening,6.27150000000
5,CO2f,R1,2034,0,gasboiler,2024,all-year,all-week,evening,6.27150000000
5,CO2f,R1,2034,1,gasboiler,2024,all-year,all-week,evening,6.27150000000
5,CO2f,R2,2032,0,gasboiler,2024,all-year,all-week,evening,6.27150000000
5,CO2f,R2,2032,1,gasboiler,2024,all-year,all-week,evening,6.27150000000
5,CO2f,R2,2034,0,gasboiler,2024,all-year,all-week,evening,6.27150000000
5,CO2f,R2,2034,1,gasboiler,2024,all-year,all-week,evening,6.27150000000
6,heat,R1,2032,0,gasboiler,2024,all-year,all-week,early-morning,0.09690000000
6,heat,R1,2032,1,gasboiler,2024,all-year,all-week,early-morning,0.09690000000
6,heat,R1,2032,2,heatpump,2022,all-year,all-week,early-morning,0.09530000000
6,heat,R1,2032,3,heatpump,2024,all-year,all-week,early-morning,0.20670000000
