timeslice,commodity,region,year,asset,installed,technology,month,day,hour,supply
2,heat,R2,2028,12,2026,heatpump,all-year,all-week,mid-afternoon,0.04760000000
2,heat,R2,2030,1,2020,heatpump,all-year,all-week,mid-afternoon,0.30050000000
2,heat,R2,2030,2,2022,heatpump,all-year,all-week,mid-afternoon,0.04760000000
2,heat,R2,2030,3,2024,gasboiler,all-year,all-week,mid-afternoon,0.04840000000
2,heat,R2,2030,4,2024,heatpump,all-year,all-week,mid-afternoon,0.10330000000
2,heat,R2,2030,5,2026,heatpump,all-year,all-week,mid-afternoon,0.04760000000
2,heat,R2,2030,6,2028,heatpump,all-year,all-week,mid-afternoon,0.04760000000
2,heat,R2,2030,8,2020,heatpump,all-year,all-week,mid-afternoon,0.30050000000
2,heat,R2,2030,9,2022,heatpump,all-year,all-week,mid-afternoon,0.04760000000
2,heat,R2,2030,10,2024,gasboiler,all-year,all-week,mid-afternoon,0.04840000000
2,heat,R2,2030,11,2024,heatpump,all-year,all-week,mid-afternoon,0.10330000000
2,heat,R2,2030,12,2026,heatpump,all-year,all-week,mid-afternoon,0.04760000000
2,heat,R2,2030,13,2028,heatpump,all-year,all-week,mid-afternoon,0.04760000000
2,CO2f,R1,2028,3,2024,gasboiler,all-year,all-week,mid-afternoon,3.13360000000
2,CO2f,R1,2028,10,2024,gasboiler,all-year,all-week,mid-afternoon,3.13360000000
2,CO2f,R1,2030,3,2024,gasboiler,all-year,all-week,mid-afternoon,3.13360000000
2,CO2f,R1,2030,10,2024,gasboiler,all-year,all-week,mid-afternoon,3.13360000000
2,CO2f,R2,2028,3,2024,gasboiler,all-year,all-week,mid-afternoon,3.13360000000
2,CO2f,R2,2028,10,2024,gasboiler,all-year,all-week,mid-afternoon,3.13360000000
2,CO2f,R2,2030,3,2024,gasboiler,all-year,all-week,mid-afternoon,3.13360000000
2,CO2f,R2,2030,10,2024,gasboiler,all-year,all-week,mid-afternoon,3.13360000000
3,heat,R1,2028,1,2020,heatpump,all-year,all-week,early-peak,0.45070000000
3,heat,R1,2028,2,2022,heatpump,all-year,all-week,early-peak,0.07140000000
3,heat,R1,2028,3,2024,gasboiler,all-year,all-week,early-peak,0.07260000000
3,heat,R1,2028,4,2024,heatpump,all-year,all-week,early-peak,0.15490000000
3,heat,R1,2028,5,2026,heatpump,all-year,all-week,early-peak,0.07140000000
3,heat,R1,2028,8,2020,heatpump,all-year,all-week,early-peak,0.45070000000
3,heat,R1,2028,9,2022,heatpump,all-year,all-week,early-peak,0.07140000000
3,heat,R1,2028,10,2024,gasboiler,all-year,all-week,early-peak,0.07260000000
3,heat,R1,2028,11,2024,heatpump,all-year,all-week,early-peak,0.15490000000
3,heat,R1,2028,12,2026,heatpump,all-year,all-week,early-peak,0.07140000000
3,heat,R1,2030,1,2020,heatpump,all-year,all-week,early-peak,0.45070000000
3,heat,R1,2030,2,2022,heatpump,all-year,all-week,early-peak,0.07140000000
3,heat,R1,2030,3,2024,gasboiler,all-year,all-week,early-peak,0.07260000000
3,heat,R1,2030,4,2024,heatpump,all-year,all-week,early-peak,0.15490000000
3,heat,R1,2030,5,2026,heatpump,all-year,all-week,early-peak,0.07140000000
3,heat,R1,2030,6,2028,heatpump,all-year,all-week,early-peak,0.07140000000
3,heat,R1,2030,8,2020,heatpump,all-year,all-week,early-peak,0.45070000000
3,heat,R1,2030,9,2022,heatpump,all-year,all-week,early-peak,0.07140000000
3,heat,R1,2030,10,2024,gasboiler,all-year,all-week,early-peak,0.07260000000
3,heat,R1,2030,11,2024,heatpump,all-year,all-week,early-peak,0.15490000000
3,heat,R1,2030,12,2026,heatpump,all-year,all-week,early-peak,0.07140000000
3,heat,R1,2030,13,2028,heatpump,all-year,all-week,early-peak,0.07140000000
3,heat,R2,2028,1,2020,heatpump,all-year,all-week,early-peak,0.45070000000
3,heat,R2,2028,2,2022,heatpump,all-year,all-week,early-peak,0.07140000000
3,heat,R2,2028,3,2024,gasboiler,all-year,all-week,early-peak,0.07260000000
3,heat,R2,2028,4,2024,heatpump,all-year,all-week,early-peak,0.15490000000
3,heat,R2,2028,5,2026,heatpump,all-year,all-week,early-peak,0.07140000000
3,heat,R2,2028,8,2020,heatpump,all-year,all-week,early-peak,0.45070000000
3,heat,R2,2028,9,2022,heatpump,all-year,all-week,early-peak,0.07140000000
3,heat,R2,2028,10,2024,gasboiler,all-year,all-week,early-peak,0.07260000000
3,heat,R2,2028,11,2024,heatpump,all-year,all-week,early-peak,0.15490000000
3,heat,R2,2028,12,2026,heatpump,all-year,all-week,early-peak,0.07140000000
3,heat,R2,2030,1,2020,heatpump,all-year,all-week,early-peak,0.45070000000
3,heat,R2,2030,2,2022,heatpump,all-year,all-week,early-peak,0.07140000000
3,heat,R2,2030,3,2024,gasboiler,all-year,all-week,early-peak,0.07260000000
3,heat,R2,2030,4,2024,heatpump,all-year,all-week,early-peak,0.15490000000
3,heat,R2,2030,5,2026,heatpump,all-year,all-week,early-peak,0.07140000000
3,heat,R2,2030,6,2028,heatpump,all-year,all-week,early-peak,0.07140000000
3,heat,R2,2030,8,2020,heatpump,all-year,all-week,early-peak,0.45070000000
3,heat,R2,2030,9,2022,heatpump,all-year,all-week,early-peak,0.07140000000
3,heat,R2,2030,10,2024,gasboiler,all-year,all-week,early-peak,0.07260000000
3,heat,R2,2030,11,2024,heatpump,all-year,all-week,early-peak,0.15490000000
3,heat,R2,2030,12,2026,heatpump,all-year,all-week,early-peak,0.07140000000
3,heat,R2,2030,13,2028,heatpump,all-year,all-week,early-peak,0.07140000000
3,CO2f,R1,2028,3,2024,gasboiler,all-year,all-week,early-peak,4.70040000000
3,CO2f,R1,2028,10,2024,gasboiler,all-year,all-week,early-peak,4.70040000000
3,CO2f,R1,2030,3,2024,gasboiler,all-year,all-week,early-peak,4.70040000000
3,CO2f,R1,2030,10,2024,gasboiler,all-year,all-week,early-peak,4.70040000000
3,CO2f,R2,2028,3,2024,gasboiler,all-year,all-week,early-peak,4.70040000000
3,CO2f,R2,2028,10,2024,gasboiler,all-year,all-week,early-peak,4.70040000000
3,CO2f,R2,2030,3,2024,gasboiler,all-year,all-week,early-peak,4.70040000000
3,CO2f,R2,2030,10,2024,gasboiler,all-year,all-week,early-peak,4.70040000000
4,heat,R1,2028,1,2020,heatpump,all-year,all-week,late-peak,0.90190000000
4,heat,R1,2028,2,2022,heatpump,all-year,all-week,late-peak,0.14290000000
4,heat,R1,2028,3,2024,gasboiler,all-year,all-week,late-peak,0.14530000000
4,heat,R1,2028,4,2024,heatpump,all-year,all-week,late-peak,0.31000000000
4,heat,R1,2028,5,2026,heatpump,all-year,all-week,late-peak,0.14290000000
4,heat,R1,2028,8,2020,heatpump,all-year,all-week,late-peak,0.90190000000
4,heat,R1,2028,9,2022,heatpump,all-year,all-week,late-peak,0.14290000000
4,heat,R1,2028,10,2024,gasboiler,all-year,all-week,late-peak,0.14530000000
4,heat,R1,2028,11,2024,heatpump,all-year,all-week,late-peak,0.31000000000
4,heat,R1,2028,12,2026,heatpump,all-year,all-week,late-peak,0.14290000000
4,heat,R1,2030,1,2020,heatpump,all-year,all-week,late-peak,0.90190000000
4,heat,R1,2030,2,2022,heatpump,all-year,all-week,late-peak,0.14290000000
4,heat,R1,2030,3,2024,gasboiler,all-year,all-week,late-peak,0.14530000000
4,heat,R1,2030,4,2024,heatpump,all-year,all-week,late-peak,0.31000000000
4,heat,R1,2030,5,2026,heatpump,all-year,all-week,late-peak,0.14290000000
4,heat,R1,2030,6,2028,heatpump,all-year,all-week,late-peak,0.14290000000
4,heat,R1,2030,8,2020,heatpump,all-year,all-week,late-peak,0.90190000000
4,heat,R1,2030,9,2022,heatpump,all-year,all-week,late-peak,0.14290000000
4,heat,R1,2030,10,2024,gasboiler,all-year,all-week,late-peak,0.14530000000
4,heat,R1,2030,11,2024,heatpump,all-year,all-week,late-peak,0.31000000000
4,heat,R1,2030,12,2026,heatpump,all-year,all-week,late-peak,0.14290000000
4,heat,R1,2030,13,2028,heatpump,all-year,all-week,late-peak,0.14290000000
4,heat,R2,2028,1,2020,heatpump,all-year,all-week,late-peak,0.90190000000
4,heat,R2,2028,2,2022,heatpump,all-year,all-week,late-peak,0.14290000000
4,heat,R2,2028,3,2024,gasboiler,all-year,all-week,late-peak,0.14530000000
4,heat,R2,2028,4,2024,heatpump,all-year,all-week,late-peak,0.31000000000
4,heat,R2,2028,5,2026,heatpump,all-year,all-week,late-peak,0.14290000000
4,heat,R2,2028,8,2020,heatpump,all-year,all-week,late-peak,0.90190000000
4,heat,R2,2028,9,2022,heatpump,all-year,all-week,late-peak,0.14290000000
4,heat,R2,2028,10,2024,gasboiler,all-year,all-week,late-peak,0.14530000000
4,heat,R2,2028,11,2024,heatpump,all-year,all-week,late-peak,0.31000000000
4,heat,R2,2028,12,2026,heatpump,all-year,all-week,late-peak,0.14290000000
4,heat,R2,2030,1,2020,heatpump,all-year,all-week,late-peak,0.90190000000
4,heat,R2,2030,2,2022,heatpump,all-year,all-week,late-peak,0.14290000000
4,heat,R2,2030,3,2024,gasboiler,all-year,all-week,late-peak,0.14530000000
4,heat,R2,2030,4,2024,heatpump,all-year,all-week,late-peak,0.31000000000
4,heat,R2,2030,5,2026,heatpump,all-year,all-week,late-peak,0.14290000000
4,heat,R2,2030,6,2028,heatpump,all-year,all-week,late-peak,0.14290000000
4,heat,R2,2030,8,2020,heatpump,all-year,all-week,late-peak,0.90190000000
4,heat,R2,2030,9,2022,heatpump,all-year,all-week,late-peak,0.14290000000
4,heat,R2,2030,10,2024,gasboiler,all-year,all-week,late-peak,0.14530000000
4,heat,R2,2030,11,2024,heatpump,all-year,all-week,late-peak,0.31000000000
4,heat,R2,2030,12,2026,heatpump,all-year,all-week,late-peak,0.14290000000
4,heat,R2,2030,13,2028,heatpump,all-year,all-week,late-peak,0.14290000000
4,CO2f,R1,2028,3,2024,gasboiler,all-year,all-week,late-peak,9.40510000000
4,CO2f,R1,2028,10,2024,gasboiler,all-year,all-week,late-peak,9.40510000000
4,CO2f,R1,2030,3,2024,gasboiler,all-year,all-week,late-peak,9.40510000000
4,CO2f,R1,2030,10,2024,gasboiler,all-year,all-week,late-peak,9.40510000000
4,CO2f,R2,2028,3,2024,gasboiler,all-year,all-week,late-peak,9.40510000000
4,CO2f,R2,2028,10,2024,gasboiler,all-year,all-week,late-peak,9.40510000000
4,CO2f,R2,2030,3,2024,gasboiler,all-year,all-week,late-peak,9.40510000000
4,CO2f,R2,2030,10,2024,gasboiler,all-year,all-week,late-peak,9.40510000000
5,heat,R1,2028,1,2020,heatpump,all-year,all-week,evening,0.60140000000
5,heat,R1,2028,2,2022,heatpump,all-year,all-week,evening,0.09530000000
5,heat,R1,2028,3,2024,gasboiler,all-year,all-week,evening,0.09690000000
5,heat,R1,2028,4,2024,heatpump,all-year,all-week,evening,0.20670000000
5,heat,R1,2028,5,2026,heatpump,all-year,all-week,evening,0.09530000000
5,heat,R1,2028,8,2020,heatpump,all-year,all-week,evening,0.60140000000
5,heat,R1,2028,9,2022,heatpump,all-year,all-week,evening,0.09530000000
5,heat,R1,2028,10,2024,gasboiler,all-year,all-week,evening,0.09690000000
5,heat,R1,2028,11,2024,heatpump,all-year,all-week,evening,0.20670000000
5,heat,R1,2028,12,2026,heatpump,all-year,all-week,evening,0.09530000000
5,heat,R1,2030,1,2020,heatpump,all-year,all-week,evening,0.60140000000
5,heat,R1,2030,2,2022,heatpump,all-year,all-week,evening,0.09530000000
5,heat,R1,2030,3,2024,gasboiler,all-year,all-week,evening,0.09690000000
5,heat,R1,2030,4,2024,heatpump,all-year,all-week,evening,0.20670000000
5,heat,R1,2030,5,2026,heatpump,all-year,all-week,evening,0.09530000000
5,heat,R1,2030,6,2028,heatpump,all-year,all-week,evening,0.09530000000
5,heat,R1,2030,8,2020,heatpump,all-year,all-week,evening,0.60140000000
5,heat,R1,2030,9,2022,heatpump,all-year,all-week,evening,0.09530000000
5,heat,R1,2030,10,2024,gasboiler,all-year,all-week,evening,0.09690000000
5,heat,R1,2030,11,2024,heatpump,all-year,all-week,evening,0.20670000000
5,heat,R1,2030,12,2026,heatpump,all-year,all-week,evening,0.09530000000
5,heat,R1,2030,13,2028,heatpump,all-year,all-week,evening,0.09530000000
5,heat,R2,2028,1,2020,heatpump,all-year,all-week,evening,0.60140000000
5,heat,R2,2028,2,2022,heatpump,all-year,all-week,evening,0.09530000000
5,heat,R2,2028,3,2024,gasboiler,all-year,all-week,evening,0.09690000000
5,heat,R2,2028,4,2024,heatpump,all-year,all-week,evening,0.20670000000
5,heat,R2,2028,5,2026,heatpump,all-year,all-week,evening,0.09530000000
5,heat,R2,2028,8,2020,heatpump,all-year,all-week,evening,0.60140000000
5,heat,R2,2028,9,2022,heatpump,all-year,all-week,evening,0.09530000000
5,heat,R2,2028,10,2024,gasboiler,all-year,all-week,evening,0.09690000000
5,heat,R2,2028,11,2024,heatpump,all-year,all-week,evening,0.20670000000
5,heat,R2,2028,12,2026,heatpump,all-year,all-week,evening,0.09530000000
5,heat,R2,2030,1,2020,heatpump,all-year,all-week,evening,0.60140000000
5,heat,R2,2030,2,2022,heatpump,all-year,all-week,evening,0.09530000000
5,heat,R2,2030,3,2024,gasboiler,all-year,all-week,evening,0.09690000000
5,heat,R2,2030,4,2024,heatpump,all-year,all-week,evening,0.20670000000
5,heat,R2,2030,5,2026,heatpump,all-year,all-week,evening,0.09530000000
5,heat,R2,2030,6,2028,heatpump,all-year,all-week,evening,0.09530000000
5,heat,R2,2030,8,2020,heatpump,all-year,all-week,evening,0.60140000000
5,heat,R2,2030,9,2022,heatpump,all-year,all-week,evening,0.09530000000
5,heat,R2,2030,10,2024,gasboiler,all-year,all-week,evening,0.09690000000
5,heat,R2,2030,11,2024,heatpump,all-year,all-week,evening,0.20670000000
5,heat,R2,2030,12,2026,heatpump,all-year,all-week,evening,0.09530000000
5,heat,R2,2030,13,2028,heatpump,all-year,all-week,evening,0.09530000000
5,CO2f,R1,2028,3,2024,gasboiler,all-year,all-week,evening,6.27150000000
5,CO2f,R1,2028,10,2024,gasboiler,all-year,all-week,evening,6.27150000000
5,CO2f,R1,2030,3,2024,gasboiler,all-year,all-week,evening,6.27150000000
5,CO2f,R1,2030,10,2024,gasboiler,all-year,all-week,evening,6.27150000000
5,CO2f,R2,2028,3,2024,gasboiler,all-year,all-week,evening,6.27150000000
5,CO2f,R2,2028,10,2024,gasboiler,all-year,all-week,evening,6.27150000000
5,CO2f,R2,2030,3,2024,gasboiler,all-year,all-week,evening,6.27150000000
5,CO2f,R2,2030,10,2024,gasboiler,all-year,all-week,evening,6.27150000000
6,heat,R1,2028,1,2020,heatpump,all-year,all-week,early-morning,0.60140000000
6,heat,R1,2028,2,2022,heatpump,all-year,all-week,early-morning,0.09530000000
6,heat,R1,2028,3,2024,gasboiler,all-year,all-week,early-morning,0.09690000000
6,heat,R1,2028,4,2024,heatpump,all-year,all-week,early-morning,0.20670000000
6,heat,R1,2028,5,2026,heatpump,all-year,all-week,early-morning,0.09530000000
6,heat,R1,2028,8,2020,heatpump,all-year,all-week,early-morning,0.60140000000
6,heat,R1,2028,9,2022,heatpump,all-year,all-week,early-morning,0.09530000000
6,heat,R1,2028,10,2024,gasboiler,all-year,all-week,early-morning,0.09690000000
6,heat,R1,2028,11,2024,heatpump,all-year,all-week,early-morning,0.20670000000
6,heat,R1,2028,12,2026,heatpump,all-year,all-week,early-morning,0.09530000000
6,heat,R1,2030,1,2020,heatpump,all-year,all-week,early-morning,0.60140000000
6,heat,R1,2030,2,2022,heatpump,all-year,all-week,early-morning,0.09530000000
6,heat,R1,2030,3,2024,gasboiler,all-year,all-week,early-morning,0.09690000000
6,heat,R1,2030,4,2024,heatpump,all-year,all-week,early-morning,0.20670000000
6,heat,R1,2030,5,2026,heatpump,all-year,all-week,early-morning,0.09530000000
6,heat,R1,2030,6,2028,heatpump,all-year,all-week,early-morning,0.09530000000
6,heat,R1,2030,8,2020,heatpump,all-year,all-week,early-morning,0.60140000000
6,heat,R1,2030,9,2022,heatpump,all-year,all-week,early-morning,0.09530000000
6,heat,R1,2030,10,2024,gasboiler,all-year,all-week,early-morning,0.09690000000
6,heat,R1,2030,11,2024,heatpump,all-year,all-week,early-morning,0.20670000000
6,heat,R1,2030,12,2026,heatpump,all-year,all-week,early-morning,0.09530000000
6,heat,R1,2030,13,2028,heatpump,all-year,all-week,early-morning,0.09530000000
6,heat,R2,2028,1,2020,heatpump,all-year,all-week,early-morning,0.60140000000
6,heat,R2,2028,2,2022,heatpump,all-year,all-week,early-morning,0.09530000000
6,heat,R2,2028,3,2024,gasboiler,all-year,all-week,early-morning,0.09690000000
6,heat,R2,2028,4,2024,heatpump,all-year,all-week,early-morning,0.20670000000
6,heat,R2,2028,5,2026,heatpump,all-year,all-week,early-morning,0.09530000000
