timeslice,commodity,region,year,asset,month,day,hour,technology,installed,supply
0,heat,R1,2025,0,all-year,all-week,night,gasboiler,2020,0.13890000000
0,heat,R1,2025,1,all-year,all-week,night,heatpump,2020,0.52780000000
0,heat,R1,2025,3,all-year,all-week,night,gasboiler,2020,0.13890000000
0,heat,R1,2025,4,all-year,all-week,night,heatpump,2020,0.52780000000
0,heat,R1,2030,1,all-year,all-week,night,heatpump,2020,0.54600000000
0,heat,R1,2030,2,all-year,all-week,night,heatpump,2025,0.28740000000
0,heat,R1,2030,4,all-year,all-week,night,heatpump,2020,0.54600000000
0,heat,R1,2030,5,all-year,all-week,night,heatpump,2025,0.28740000000
0,heat,R2,2025,0,all-year,all-week,night,gasboiler,2020,0.13890000000
0,heat,R2,2025,1,all-year,all-week,night,heatpump,2020,0.52780000000
0,heat,R2,2025,3,all-year,all-week,night,gasboiler,2020,0.13890000000
0,heat,R2,2025,4,all-year,all-week,night,heatpump,2020,0.52780000000
0,heat,R2,2030,1,all-year,all-week,night,heatpump,2020,0.54600000000
0,heat,R2,2030,2,all-year,all-week,night,heatpump,2025,0.28740000000
0,heat,R2,2030,4,all-year,all-week,night,heatpump,2020,0.54600000000
0,heat,R2,2030,5,all-year,all-week,night,heatpump,2025,0.28740000000
0,CO2f,R1,2025,0,all-year,all-week,night,gasboiler,2020,8.98750000000
0,CO2f,R1,2025,3,all-year,all-week,night,gasboiler,2020,8.98750000000
0,CO2f,R2,2025,0,all-year,all-week,night,gasboiler,2020,8.98750000000
0,CO2f,R2,2025,3,all-year,all-week,night,gasboiler,2020,8.98750000000
1,heat,R1,2025,0,all-year,all-week,morning,gasboiler,2020,0.20830000000
1,heat,R1,2025,1,all-year,all-week,morning,heatpump,2020,0.79170000000
1,heat,R1,2025,3,all-year,all-week,morning,gasboiler,2020,0.20830000000
1,heat,R1,2025,4,all-year,all-week,morning,heatpump,2020,0.79170000000
1,heat,R1,2030,1,all-year,all-week,morning,heatpump,2020,0.81900000000
1,heat,R1,2030,2,all-year,all-week,morning,heatpump,2025,0.43100000000
1,heat,R1,2030,4,all-year,all-week,morning,heatpump,2020,0.81900000000
1,heat,R1,2030,5,all-year,all-week,morning,heatpump,2025,0.43100000000
1,heat,R2,2025,0,all-year,all-week,morning,gasboiler,2020,0.20830000000
1,heat,R2,2025,1,all-year,all-week,morning,heatpump,2020,0.79170000000
1,heat,R2,2025,3,all-year,all-week,morning,gasboiler,2020,0.20830000000
1,heat,R2,2025,4,all-year,all-week,morning,heatpump,2020,0.79170000000
1,heat,R2,2030,1,all-year,all-week,morning,heatpump,2020,0.81900000000
1,heat,R2,2030,2,all-year,all-week,morning,heatpump,2025,0.43100000000
1,heat,R2,2030,4,all-year,all-week,morning,heatpump,2020,0.81900000000
1,heat,R2,2030,5,all-year,all-week,morning,heatpump,2025,0.43100000000
1,CO2f,R1,2025,0,all-year,all-week,morning,gasboiler,2020,13.48120000000
1,CO2f,R1,2025,3,all-year,all-week,morning,gasboiler,2020,13.48120000000
1,CO2f,R2,2025,0,all-year,all-week,morning,gasboiler,2020,13.48120000000
1,CO2f,R2,2025,3,all-year,all-week,morning,gasboiler,2020,13.48120000000
2,heat,R1,2025,0,all-year,all-week,afternoon,gasboiler,2020,0.13890000000
2,heat,R1,2025,1,all-year,all-week,afternoon,heatpump,2020,0.52780000000
2,heat,R1,2025,3,all-year,all-week,afternoon,gasboiler,2020,0.13890000000
2,heat,R1,2025,4,all-year,all-week,afternoon,heatpump,2020,0.52780000000
2,heat,R1,2030,1,all-year,all-week,afternoon,heatpump,2020,0.54600000000
2,heat,R1,2030,2,all-year,all-week,afternoon,heatpump,2025,0.28740000000
2,heat,R1,2030,4,all-year,all-week,afternoon,heatpump,2020,0.54600000000
2,heat,R1,2030,5,all-year,all-week,afternoon,heatpump,2025,0.28740000000
2,heat,R2,2025,0,all-year,all-week,afternoon,gasboiler,2020,0.13890000000
2,heat,R2,2025,1,all-year,all-week,afternoon,heatpump,2020,0.52780000000
2,heat,R2,2025,3,all-year,all-week,afternoon,gasboiler,2020,0.13890000000
2,heat,R2,2025,4,all-year,all-week,afternoon,heatpump,2020,0.52780000000
2,heat,R2,2030,1,all-year,all-week,afternoon,heatpump,2020,0.54600000000
2,heat,R2,2030,2,all-year,all-week,afternoon,heatpump,2025,0.28740000000
2,heat,R2,2030,4,all-year,all-week,afternoon,heatpump,2020,0.54600000000
2,heat,R2,2030,5,all-year,all-week,afternoon,heatpump,2025,0.28740000000
2,CO2f,R1,2025,0,all-year,all-week,afternoon,gasboiler,2020,8.98750000000
2,CO2f,R1,2025,3,all-year,all-week,afternoon,gasboiler,2020,8.98750000000
2,CO2f,R2,2025,0,all-year,all-week,afternoon,gasboiler,2020,8.98750000000
2,CO2f,R2,2025,3,all-year,all-week,afternoon,gasboiler,2020,8.98750000000
3,heat,R1,2025,0,all-year,all-week,early-peak,gasboiler,2020,0.20830000000
3,heat,R1,2025,1,all-year,all-week,early-peak,heatpump,2020,0.79170000000
3,heat,R1,2025,3,all-year,all-week,early-peak,gasboiler,2020,0.20830000000
3,heat,R1,2025,4,all-year,all-week,early-peak,heatpump,2020,0.79170000000
3,heat,R1,2030,1,all-year,all-week,early-peak,heatpump,2020,0.81900000000
3,heat,R1,2030,2,all-year,all-week,early-peak,heatpump,2025,0.43100000000
3,heat,R1,2030,4,all-year,all-week,early-peak,heatpump,2020,0.81900000000
3,heat,R1,2030,5,all-year,all-week,early-peak,heatpump,2025,0.43100000000
3,heat,R2,2025,0,all-year,all-week,early-peak,gasboiler,2020,0.20830000000
3,heat,R2,2025,1,all-year,all-week,early-peak,heatpump,2020,0.79170000000
3,heat,R2,2025,3,all-year,all-week,early-peak,gasboiler,2020,0.20830000000
3,heat,R2,2025,4,all-year,all-week,early-peak,heatpump,2020,0.79170000000
3,heat,R2,2030,1,all-year,all-week,early-peak,heatpump,2020,0.81900000000
3,heat,R2,2030,2,all-year,all-week,early-peak,heatpump,2025,0.43100000000
3,heat,R2,2030,4,all-year,all-week,early-peak,heatpump,2020,0.81900000000
3,heat,R2,2030,5,all-year,all-week,early-peak,heatpump,2025,0.43100000000
3,CO2f,R1,2025,0,all-year,all-week,early-peak,gasboiler,2020,13.48120000000
3,CO2f,R1,2025,3,all-year,all-week,early-peak,gasboiler,2020,13.48120000000
3,CO2f,R2,2025,0,all-year,all-week,early-peak,gasboiler,2020,13.48120000000
3,CO2f,R2,2025,3,all-year,all-week,early-peak,gasboiler,2020,13.48120000000
4,heat,R1,2025,0,all-year,all-week,late-peak,gasboiler,2020,0.41670000000
4,heat,R1,2025,1,all-year,all-week,late-peak,heatpump,2020,1.58330000000
4,heat,R1,2025,3,all-year,all-week,late-peak,gasboiler,2020,0.41670000000
4,heat,R1,2025,4,all-year,all-week,late-peak,heatpump,2020,1.58330000000
4,heat,R1,2030,1,all-year,all-week,late-peak,heatpump,2020,1.63790000000
4,heat,R1,2030,2,all-year,all-week,late-peak,heatpump,2025,0.86210000000
4,heat,R1,2030,4,all-year,all-week,late-peak,heatpump,2020,1.63790000000
4,heat,R1,2030,5,all-year,all-week,late-peak,heatpump,2025,0.86210000000
4,heat,R2,2025,0,all-year,all-week,late-peak,gasboiler,2020,0.41670000000
4,heat,R2,2025,1,all-year,all-week,late-peak,heatpump,2020,1.58330000000
4,heat,R2,2025,3,all-year,all-week,late-peak,gasboiler,2020,0.41670000000
4,heat,R2,2025,4,all-year,all-week,late-peak,heatpump,2020,1.58330000000
4,heat,R2,2030,1,all-year,all-week,late-peak,heatpump,2020,1.63790000000
4,heat,R2,2030,2,all-year,all-week,late-peak,heatpump,2025,0.86210000000
4,heat,R2,2030,4,all-year,all-week,late-peak,heatpump,2020,1.63790000000
4,heat,R2,2030,5,all-year,all-week,late-peak,heatpump,2025,0.86210000000
4,CO2f,R1,2025,0,all-year,all-week,late-peak,gasboiler,2020,26.96250000000
4,CO2f,R1,2025,3,all-year,all-week,late-peak,gasboiler,2020,26.96250000000
4,CO2f,R2,2025,0,all-year,all-week,late-peak,gasboiler,2020,26.96250000000
4,CO2f,R2,2025,3,all-year,all-week,late-peak,gasboiler,2020,26.96250000000
5,heat,R1,2025,0,all-year,all-week,evening,gasboiler,2020,0.27780000000
5,heat,R1,2025,1,all-year,all-week,evening,heatpump,2020,1.05560000000
5,heat,R1,2025,3,all-year,all-week,evening,gasboiler,2020,0.27780000000
5,heat,R1,2025,4,all-year,all-week,evening,heatpump,2020,1.05560000000
5,heat,R1,2030,1,all-year,all-week,evening,heatpump,2020,1.09200000000
5,heat,R1,2030,2,all-year,all-week,evening,heatpump,2025,0.57470000000
5,heat,R1,2030,4,all-year,all-week,evening,heatpump,2020,1.09200000000
5,heat,R1,2030,5,all-year,all-week,evening,heatpump,2025,0.57470000000
5,heat,R2,2025,0,all-year,all-week,evening,gasboiler,2020,0.27780000000
5,heat,R2,2025,1,all-year,all-week,evening,heatpump,2020,1.05560000000
5,heat,R2,2025,3,all-year,all-week,evening,gasboiler,2020,0.27780000000
5,heat,R2,2025,4,all-year,all-week,evening,heatpump,2020,1.05560000000
5,heat,R2,2030,1,all-year,all-week,evening,heatpump,2020,1.09200000000
5,heat,R2,2030,2,all-year,all-week,evening,heatpump,2025,0.57470000000
5,heat,R2,2030,4,all-year,all-week,evening,heatpump,2020,1.09200000000
5,heat,R2,2030,5,all-year,all-week,evening,heatpump,2025,0.57470000000
5,CO2f,R1,2025,0,all-year,all-week,evening,gasboiler,2020,17.97500000000
5,CO2f,R1,2025,3,all-year,all-week,evening,gasboiler,2020,17.97500000000
5,CO2f,R2,2025,0,all-year,all-week,evening,gasboiler,2020,17.97500000000
5,CO2f,R2,2025,3,all-year,all-week,evening,gasboiler,2020,17.97500000000
