commodity,year,asset,region,technology,installed,supply
heat,2040,1,R1,gasboiler,2035,3.25560000000
heat,2040,3,R1,heatpump,2030,11.11110000000
heat,2040,4,R1,heatpump,2035,8.96670000000
heat,2045,1,R1,gasboiler,2035,3.25560000000
heat,2045,4,R1,heatpump,2035,8.96670000000
heat,2045,5,R1,heatpump,2040,14.44440000000
CO2f,2040,1,R1,gasboiler,2035,210.66700000000
CO2f,2045,1,R1,gasboiler,2035,210.66700000000
