,commodity,region,technology,year,supply
0,gas,R1,gassupply1,2040,0.39650000000
1,gas,R1,gassupply1,2040,0.56820000000
2,gas,R1,gassupply1,2045,0.56820000000
3,gas,R1,gassupply1,2045,0.39660000000
4,CO2f,R1,gassupply1,2040,0.60710000000
5,CO2f,R1,gassupply1,2040,0.86990000000
6,CO2f,R1,gassupply1,2045,0.86990000000
7,CO2f,R1,gassupply1,2045,0.60710000000
8,gas,R1,gassupply1,2040,0.59480000000
9,gas,R1,gassupply1,2040,0.85230000000
10,gas,R1,gassupply1,2045,0.85230000000
11,gas,R1,gassupply1,2045,0.59480000000
12,CO2f,R1,gassupply1,2040,0.91070000000
13,CO2f,R1,gassupply1,2040,1.30480000000
14,CO2f,R1,gassupply1,2045,1.30480000000
15,CO2f,R1,gassupply1,2045,0.91070000000
16,gas,R1,gassupply1,2040,0.39650000000
17,gas,R1,gassupply1,2040,0.56820000000
18,gas,R1,gassupply1,2045,0.56820000000
19,gas,R1,gassupply1,2045,0.39660000000
20,CO2f,R1,gassupply1,2040,0.60710000000
21,CO2f,R1,gassupply1,2040,0.86990000000
22,CO2f,R1,gassupply1,2045,0.86990000000
23,CO2f,R1,gassupply1,2045,0.60710000000
24,gas,R1,gassupply1,2040,0.59480000000
25,gas,R1,gassupply1,2040,0.85230000000
26,gas,R1,gassupply1,2045,0.85230000000
27,gas,R1,gassupply1,2045,0.59480000000
28,CO2f,R1,gassupply1,2040,0.91070000000
29,CO2f,R1,gassupply1,2040,1.30480000000
30,CO2f,R1,gassupply1,2045,1.30480000000
31,CO2f,R1,gassupply1,2045,0.91070000000
32,gas,R1,gassupply1,2040,1.18960000000
33,gas,R1,gassupply1,2040,1.70460000000
34,gas,R1,gassupply1,2045,1.70460000000
35,gas,R1,gassupply1,2045,1.18970000000
36,CO2f,R1,gassupply1,2040,1.82140000000
37,CO2f,R1,gassupply1,2040,2.60970000000
38,CO2f,R1,gassupply1,2045,2.60970000000
39,CO2f,R1,gassupply1,2045,1.82140000000
40,gas,R1,gassupply1,2040,0.79310000000
41,gas,R1,gassupply1,2040,1.13640000000
42,gas,R1,gassupply1,2045,1.13640000000
43,gas,R1,gassupply1,2045,0.79310000000
44,CO2f,R1,gassupply1,2040,1.21420000000
45,CO2f,R1,gassupply1,2040,1.73980000000
46,CO2f,R1,gassupply1,2045,1.73980000000
47,CO2f,R1,gassupply1,2045,1.21420000000
