,commodity,region,technology,year,supply
0,gas,R1,gassupply1,2045,0.56820000000
1,gas,R1,gassupply1,2045,0.39660000000
2,gas,R1,gassupply1,2050,0.28610000000
3,CO2f,R1,gassupply1,2045,0.86990000000
4,CO2f,R1,gassupply1,2045,0.60710000000
5,CO2f,R1,gassupply1,2050,0.43810000000
6,gas,R1,gassupply1,2045,0.85230000000
7,gas,R1,gassupply1,2045,0.59480000000
8,gas,R1,gassupply1,2050,0.42920000000
9,CO2f,R1,gassupply1,2045,1.30480000000
10,CO2f,R1,gassupply1,2045,0.91070000000
11,CO2f,R1,gassupply1,2050,0.65710000000
12,gas,R1,gassupply1,2045,0.56820000000
13,gas,R1,gassupply1,2045,0.39660000000
14,gas,R1,gassupply1,2050,0.28610000000
15,CO2f,R1,gassupply1,2045,0.86990000000
16,CO2f,R1,gassupply1,2045,0.60710000000
17,CO2f,R1,gassupply1,2050,0.43810000000
18,gas,R1,gassupply1,2045,0.85230000000
19,gas,R1,gassupply1,2045,0.59480000000
20,gas,R1,gassupply1,2050,0.42920000000
21,CO2f,R1,gassupply1,2045,1.30480000000
22,CO2f,R1,gassupply1,2045,0.91070000000
23,CO2f,R1,gassupply1,2050,0.65710000000
24,gas,R1,gassupply1,2045,1.70460000000
25,gas,R1,gassupply1,2045,1.18970000000
26,gas,R1,gassupply1,2050,0.85840000000
27,CO2f,R1,gassupply1,2045,2.60970000000
28,CO2f,R1,gassupply1,2045,1.82140000000
29,CO2f,R1,gassupply1,2050,1.31420000000
30,gas,R1,gassupply1,2045,1.13640000000
31,gas,R1,gassupply1,2045,0.79310000000
32,gas,R1,gassupply1,2050,0.57230000000
33,CO2f,R1,gassupply1,2045,1.73980000000
34,CO2f,R1,gassupply1,2045,1.21420000000
35,CO2f,R1,gassupply1,2050,0.87610000000
