asset,year,region,technology,installed,capacity
0,2022,R1,gassupply1,2020,64.94810000000
0,2024,R1,gassupply1,2020,64.94810000000
0,2025,R1,gassupply1,2020,64.94810000000
0,2027,R1,gassupply1,2020,49.94810000000
0,2030,R1,gassupply1,2020,49.94810000000
0,2035,R1,gassupply1,2020,34.94810000000
0,2040,R1,gassupply1,2020,34.94810000000
0,2045,R1,gassupply1,2020,34.94810000000
0,2050,R1,gassupply1,2020,34.94810000000
0,2056,R1,gassupply1,2020,34.94810000000
1,2024,R1,gassupply1,2022,16.84230000000
1,2025,R1,gassupply1,2022,6.00000000000
1,2027,R1,gassupply1,2022,6.00000000000
1,2030,R1,gassupply1,2022,6.00000000000
1,2035,R1,gassupply1,2022,6.00000000000
1,2040,R1,gassupply1,2022,6.00000000000
1,2045,R1,gassupply1,2022,6.00000000000
1,2050,R1,gassupply1,2022,6.00000000000
1,2056,R1,gassupply1,2022,6.00000000000
1,2057,R1,gassupply1,2022,6.00000000000
1,2058,R1,gassupply1,2022,16.84230000000
2,2022,R2,gassupply1,2020,61.98520000000
2,2024,R2,gassupply1,2020,61.98520000000
2,2025,R2,gassupply1,2020,61.98520000000
2,2027,R2,gassupply1,2020,46.98520000000
2,2030,R2,gassupply1,2020,46.98520000000
2,2035,R2,gassupply1,2020,31.98520000000
2,2040,R2,gassupply1,2020,31.98520000000
2,2045,R2,gassupply1,2020,31.98520000000
2,2050,R2,gassupply1,2020,31.98520000000
2,2056,R2,gassupply1,2020,31.98520000000
3,2024,R2,gassupply1,2022,4.66610000000
3,2025,R2,gassupply1,2022,4.66610000000
3,2027,R2,gassupply1,2022,4.66610000000
3,2030,R2,gassupply1,2022,4.66610000000
3,2035,R2,gassupply1,2022,4.66610000000
3,2040,R2,gassupply1,2022,4.66610000000
3,2045,R2,gassupply1,2022,4.66610000000
3,2050,R2,gassupply1,2022,4.66610000000
3,2056,R2,gassupply1,2022,4.66610000000
3,2057,R2,gassupply1,2022,4.66610000000
3,2058,R2,gassupply1,2022,4.66610000000
