,commodity,region,technology,year,supply
0,gas,R1,gassupply1,2025,1.13770000000
1,gas,R1,gassupply1,2030,0.68770000000
2,gas,R1,gassupply1,2030,0.47150000000
3,CO2f,R1,gassupply1,2025,1.74180000000
4,CO2f,R1,gassupply1,2030,1.05290000000
5,CO2f,R1,gassupply1,2030,0.72190000000
6,gas,R1,gassupply1,2025,1.70660000000
7,gas,R1,gassupply1,2030,1.03160000000
8,gas,R1,gassupply1,2030,0.70730000000
9,CO2f,R1,gassupply1,2025,2.61280000000
10,CO2f,R1,gassupply1,2030,1.57930000000
11,CO2f,R1,gassupply1,2030,1.08280000000
12,gas,R1,gassupply1,2025,1.13770000000
13,gas,R1,gassupply1,2030,0.68770000000
14,gas,R1,gassupply1,2030,0.47150000000
15,CO2f,R1,gassupply1,2025,1.74180000000
16,CO2f,R1,gassupply1,2030,1.05290000000
17,CO2f,R1,gassupply1,2030,0.72190000000
18,gas,R1,gassupply1,2025,1.70660000000
19,gas,R1,gassupply1,2030,1.03160000000
20,gas,R1,gassupply1,2030,0.70730000000
21,CO2f,R1,gassupply1,2025,2.61280000000
22,CO2f,R1,gassupply1,2030,1.57930000000
23,CO2f,R1,gassupply1,2030,1.08280000000
24,gas,R1,gassupply1,2025,3.41310000000
25,gas,R1,gassupply1,2030,2.06310000000
26,gas,R1,gassupply1,2030,1.41460000000
27,CO2f,R1,gassupply1,2025,5.22550000000
28,CO2f,R1,gassupply1,2030,3.15870000000
29,CO2f,R1,gassupply1,2030,2.16570000000
30,gas,R1,gassupply1,2025,2.27540000000
31,gas,R1,gassupply1,2030,1.37540000000
32,gas,R1,gassupply1,2030,0.94300000000
33,CO2f,R1,gassupply1,2025,3.48370000000
34,CO2f,R1,gassupply1,2030,2.10580000000
35,CO2f,R1,gassupply1,2030,1.44380000000
