,commodity,region,technology,year,supply
0,gas,R1,gassupply1,2020,1.16000000000
1,gas,R1,gassupply1,2025,1.13770000000
2,CO2f,R1,gassupply1,2020,1.77600000000
3,CO2f,R1,gassupply1,2025,1.74180000000
4,gas,R1,gassupply1,2020,1.74000000000
5,gas,R1,gassupply1,2025,1.70660000000
6,CO2f,R1,gassupply1,2020,2.66390000000
7,CO2f,R1,gassupply1,2025,2.61280000000
8,gas,R1,gassupply1,2020,1.16000000000
9,gas,R1,gassupply1,2025,1.13770000000
10,CO2f,R1,gassupply1,2020,1.77600000000
11,CO2f,R1,gassupply1,2025,1.74180000000
12,gas,R1,gassupply1,2020,1.74000000000
13,gas,R1,gassupply1,2025,1.70660000000
14,CO2f,R1,gassupply1,2020,2.66390000000
15,CO2f,R1,gassupply1,2025,2.61280000000
16,gas,R1,gassupply1,2020,3.48000000000
17,gas,R1,gassupply1,2025,3.41310000000
18,CO2f,R1,gassupply1,2020,5.32790000000
19,CO2f,R1,gassupply1,2025,5.22550000000
20,gas,R1,gassupply1,2020,2.32000000000
21,gas,R1,gassupply1,2025,2.27540000000
22,CO2f,R1,gassupply1,2020,3.55190000000
23,CO2f,R1,gassupply1,2025,3.48370000000
