,commodity,region,technology,year,supply
0,gas,R1,gassupply1,2030,0.68770000000
1,gas,R1,gassupply1,2030,0.47150000000
2,gas,R1,gassupply1,2035,0.47150000000
3,gas,R1,gassupply1,2035,0.57110000000
4,CO2f,R1,gassupply1,2030,1.05290000000
5,CO2f,R1,gassupply1,2030,0.72190000000
6,CO2f,R1,gassupply1,2035,0.72190000000
7,CO2f,R1,gassupply1,2035,0.87440000000
8,gas,R1,gassupply1,2030,1.03160000000
9,gas,R1,gassupply1,2030,0.70730000000
10,gas,R1,gassupply1,2035,0.70730000000
11,gas,R1,gassupply1,2035,0.85670000000
12,CO2f,R1,gassupply1,2030,1.57930000000
13,CO2f,R1,gassupply1,2030,1.08280000000
14,CO2f,R1,gassupply1,2035,1.08280000000
15,CO2f,R1,gassupply1,2035,1.31160000000
16,gas,R1,gassupply1,2030,0.68770000000
17,gas,R1,gassupply1,2030,0.47150000000
18,gas,R1,gassupply1,2035,0.47150000000
19,gas,R1,gassupply1,2035,0.57110000000
20,CO2f,R1,gassupply1,2030,1.05290000000
21,CO2f,R1,gassupply1,2030,0.72190000000
22,CO2f,R1,gassupply1,2035,0.72190000000
23,CO2f,R1,gassupply1,2035,0.87440000000
24,gas,R1,gassupply1,2030,1.03160000000
25,gas,R1,gassupply1,2030,0.70730000000
26,gas,R1,gassupply1,2035,0.70730000000
27,gas,R1,gassupply1,2035,0.85670000000
28,CO2f,R1,gassupply1,2030,1.57930000000
29,CO2f,R1,gassupply1,2030,1.08280000000
30,CO2f,R1,gassupply1,2035,1.08280000000
31,CO2f,R1,gassupply1,2035,1.31160000000
32,gas,R1,gassupply1,2030,2.06310000000
33,gas,R1,gassupply1,2030,1.41460000000
34,gas,R1,gassupply1,2035,1.41460000000
35,gas,R1,gassupply1,2035,1.71340000000
36,CO2f,R1,gassupply1,2030,3.15870000000
37,CO2f,R1,gassupply1,2030,2.16570000000
38,CO2f,R1,gassupply1,2035,2.16570000000
39,CO2f,R1,gassupply1,2035,2.62320000000
40,gas,R1,gassupply1,2030,1.37540000000
41,gas,R1,gassupply1,2030,0.94300000000
42,gas,R1,gassupply1,2035,0.94300000000
43,gas,R1,gassupply1,2035,1.14230000000
44,CO2f,R1,gassupply1,2030,2.10580000000
45,CO2f,R1,gassupply1,2030,1.44380000000
46,CO2f,R1,gassupply1,2035,1.44380000000
47,CO2f,R1,gassupply1,2035,1.74880000000
