,timeslice,region,technology,year,agent,category,sector,EAC
145,"('all-year', 'all-week', 'night')",R1,gassupply2,2030,A1,retrofit,gas,119.00981093227
146,"('all-year', 'all-week', 'night')",R1,gassupply3,2030,A1,retrofit,gas,171.57753089066
147,"('all-year', 'all-week', 'morning')",R1,gassupply1,2030,A1,retrofit,gas,98.35126941814
148,"('all-year', 'all-week', 'morning')",R1,gassupply2,2030,A1,retrofit,gas,177.20284938438
149,"('all-year', 'all-week', 'morning')",R1,gassupply3,2030,A1,retrofit,gas,256.05442932198
150,"('all-year', 'all-week', 'afternoon')",R1,gassupply1,2030,A1,retrofit,gas,66.44209095477
151,"('all-year', 'all-week', 'afternoon')",R1,gassupply2,2030,A1,retrofit,gas,119.00981093227
152,"('all-year', 'all-week', 'afternoon')",R1,gassupply3,2030,A1,retrofit,gas,171.57753089066
153,"('all-year', 'all-week', 'early-peak')",R1,gassupply1,2030,A1,retrofit,gas,98.35126941814
154,"('all-year', 'all-week', 'early-peak')",R1,gassupply2,2030,A1,retrofit,gas,177.20284938438
155,"('all-year', 'all-week', 'early-peak')",R1,gassupply3,2030,A1,retrofit,gas,256.05442932198
156,"('all-year', 'all-week', 'late-peak')",R1,gassupply1,2030,A1,retrofit,gas,182.58163492103
157,"('all-year', 'all-week', 'late-peak')",R1,gassupply2,2030,A1,retrofit,gas,340.28479485352
158,"('all-year', 'all-week', 'late-peak')",R1,gassupply3,2030,A1,retrofit,gas,497.98795472870
159,"('all-year', 'all-week', 'evening')",R1,gassupply1,2030,A1,retrofit,gas,128.69145855759
160,"('all-year', 'all-week', 'evening')",R1,gassupply2,2030,A1,retrofit,gas,233.82689851258
161,"('all-year', 'all-week', 'evening')",R1,gassupply3,2030,A1,retrofit,gas,338.96233842938
162,"('all-year', 'all-week', 'night')",R1,gasboiler,2035,A1,retrofit,residential,8.18137478603
163,"('all-year', 'all-week', 'night')",R1,heatpump,2035,A1,retrofit,residential,15.24235025485
164,"('all-year', 'all-week', 'morning')",R1,gasboiler,2035,A1,retrofit,residential,13.37357475952
165,"('all-year', 'all-week', 'morning')",R1,heatpump,2035,A1,retrofit,residential,22.95226233167
166,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2035,A1,retrofit,residential,8.18137478603
167,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2035,A1,retrofit,residential,15.24235025485
168,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2035,A1,retrofit,residential,13.37357475952
169,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2035,A1,retrofit,residential,22.95226233167
170,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2035,A1,retrofit,residential,37.77102292138
171,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2035,A1,retrofit,residential,46.27224243402
172,"('all-year', 'all-week', 'evening')",R1,gasboiler,2035,A1,retrofit,residential,19.82699232255
173,"('all-year', 'all-week', 'evening')",R1,heatpump,2035,A1,retrofit,residential,30.69431126412
174,"('all-year', 'all-week', 'night')",R1,gasboiler,2035,A2,retrofit,residential,3.50630347973
175,"('all-year', 'all-week', 'night')",R1,heatpump,2035,A2,retrofit,residential,6.53243582351
176,"('all-year', 'all-week', 'morning')",R1,gasboiler,2035,A2,retrofit,residential,5.73153203979
177,"('all-year', 'all-week', 'morning')",R1,heatpump,2035,A2,retrofit,residential,9.83668385643
178,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2035,A2,retrofit,residential,3.50630347973
179,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2035,A2,retrofit,residential,6.53243582351
180,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2035,A2,retrofit,residential,5.73153203979
181,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2035,A2,retrofit,residential,9.83668385643
182,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2035,A2,retrofit,residential,16.18758125202
183,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2035,A2,retrofit,residential,19.83096104315
184,"('all-year', 'all-week', 'evening')",R1,gasboiler,2035,A2,retrofit,residential,8.49728242395
185,"('all-year', 'all-week', 'evening')",R1,heatpump,2035,A2,retrofit,residential,13.15470482748
186,"('all-year', 'all-week', 'night')",R1,gasCCGT,2035,A1,retrofit,power,6.79239968027
187,"('all-year', 'all-week', 'night')",R1,windturbine,2035,A1,retrofit,power,8.19013389305
188,"('all-year', 'all-week', 'morning')",R1,gasCCGT,2035,A1,retrofit,power,10.63024479800
189,"('all-year', 'all-week', 'morning')",R1,windturbine,2035,A1,retrofit,power,11.74478241902
190,"('all-year', 'all-week', 'afternoon')",R1,gasCCGT,2035,A1,retrofit,power,6.79239968027
191,"('all-year', 'all-week', 'afternoon')",R1,windturbine,2035,A1,retrofit,power,8.19013389305
192,"('all-year', 'all-week', 'early-peak')",R1,gasCCGT,2035,A1,retrofit,power,10.63024479800
193,"('all-year', 'all-week', 'early-peak')",R1,windturbine,2035,A1,retrofit,power,11.74478241902
194,"('all-year', 'all-week', 'late-peak')",R1,gasCCGT,2035,A1,retrofit,power,25.73627007781
195,"('all-year', 'all-week', 'late-peak')",R1,windturbine,2035,A1,retrofit,power,17.39630585292
196,"('all-year', 'all-week', 'evening')",R1,gasCCGT,2035,A1,retrofit,power,15.01707160441
197,"('all-year', 'all-week', 'evening')",R1,windturbine,2035,A1,retrofit,power,14.67455256258
198,"('all-year', 'all-week', 'night')",R1,gassupply1,2035,A1,retrofit,gas,70.56430711412
199,"('all-year', 'all-week', 'night')",R1,gassupply2,2035,A1,retrofit,gas,126.46872315466
200,"('all-year', 'all-week', 'night')",R1,gassupply3,2035,A1,retrofit,gas,182.37313917490
201,"('all-year', 'all-week', 'morning')",R1,gassupply1,2035,A1,retrofit,gas,104.45219694344
202,"('all-year', 'all-week', 'morning')",R1,gassupply2,2035,A1,retrofit,gas,188.30882100425
203,"('all-year', 'all-week', 'morning')",R1,gassupply3,2035,A1,retrofit,gas,272.16544503462
204,"('all-year', 'all-week', 'afternoon')",R1,gassupply1,2035,A1,retrofit,gas,70.56430711412
205,"('all-year', 'all-week', 'afternoon')",R1,gassupply2,2035,A1,retrofit,gas,126.46872315466
206,"('all-year', 'all-week', 'afternoon')",R1,gassupply3,2035,A1,retrofit,gas,182.37313917490
207,"('all-year', 'all-week', 'early-peak')",R1,gassupply1,2035,A1,retrofit,gas,104.45219694344
208,"('all-year', 'all-week', 'early-peak')",R1,gassupply2,2035,A1,retrofit,gas,188.30882100425
209,"('all-year', 'all-week', 'early-peak')",R1,gassupply3,2035,A1,retrofit,gas,272.16544503462
210,"('all-year', 'all-week', 'late-peak')",R1,gassupply1,2035,A1,retrofit,gas,193.90285161930
211,"('all-year', 'all-week', 'late-peak')",R1,gassupply2,2035,A1,retrofit,gas,361.61609974093
212,"('all-year', 'all-week', 'late-peak')",R1,gassupply3,2035,A1,retrofit,gas,529.32934780167
213,"('all-year', 'all-week', 'evening')",R1,gassupply1,2035,A1,retrofit,gas,136.67324874303
214,"('all-year', 'all-week', 'evening')",R1,gassupply2,2035,A1,retrofit,gas,248.48208082411
215,"('all-year', 'all-week', 'evening')",R1,gassupply3,2035,A1,retrofit,gas,360.29091286461
216,"('all-year', 'all-week', 'night')",R1,gasboiler,2040,A1,retrofit,residential,11.13906389423
217,"('all-year', 'all-week', 'night')",R1,heatpump,2040,A1,retrofit,residential,16.36247150656
218,"('all-year', 'all-week', 'morning')",R1,gasboiler,2040,A1,retrofit,residential,17.88064887326
219,"('all-year', 'all-week', 'morning')",R1,heatpump,2040,A1,retrofit,residential,24.70814379175
220,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2040,A1,retrofit,residential,11.13906389423
221,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2040,A1,retrofit,residential,16.36247150656
222,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2040,A1,retrofit,residential,17.88064887326
223,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2040,A1,retrofit,residential,24.70814379175
224,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2040,A1,retrofit,residential,47.46363671282
225,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2040,A1,retrofit,residential,50.08419778802
226,"('all-year', 'all-week', 'evening')",R1,gasboiler,2040,A1,retrofit,residential,25.96130250030
227,"('all-year', 'all-week', 'evening')",R1,heatpump,2040,A1,retrofit,residential,33.12159692391
228,"('all-year', 'all-week', 'night')",R1,gasboiler,2040,A2,retrofit,residential,4.77388452610
229,"('all-year', 'all-week', 'night')",R1,heatpump,2040,A2,retrofit,residential,7.01248778853
230,"('all-year', 'all-week', 'morning')",R1,gasboiler,2040,A2,retrofit,residential,7.66313523140
231,"('all-year', 'all-week', 'morning')",R1,heatpump,2040,A2,retrofit,residential,10.58920448218
232,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2040,A2,retrofit,residential,4.77388452610
233,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2040,A2,retrofit,residential,7.01248778853
234,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2040,A2,retrofit,residential,7.66313523140
235,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2040,A2,retrofit,residential,10.58920448218
236,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2040,A2,retrofit,residential,20.34155859121
237,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2040,A2,retrofit,residential,21.46465619487
238,"('all-year', 'all-week', 'evening')",R1,gasboiler,2040,A2,retrofit,residential,11.12627250013
239,"('all-year', 'all-week', 'evening')",R1,heatpump,2040,A2,retrofit,residential,14.19497011025
240,"('all-year', 'all-week', 'night')",R1,gasCCGT,2040,A1,retrofit,power,10.82817376631
241,"('all-year', 'all-week', 'night')",R1,windturbine,2040,A1,retrofit,power,10.72802177245
242,"('all-year', 'all-week', 'morning')",R1,gasCCGT,2040,A1,retrofit,power,16.72233418037
243,"('all-year', 'all-week', 'morning')",R1,windturbine,2040,A1,retrofit,power,15.26193232157
244,"('all-year', 'all-week', 'afternoon')",R1,gasCCGT,2040,A1,retrofit,power,10.82817376631
245,"('all-year', 'all-week', 'afternoon')",R1,windturbine,2040,A1,retrofit,power,10.72802177245
246,"('all-year', 'all-week', 'early-peak')",R1,gasCCGT,2040,A1,retrofit,power,16.72233418037
247,"('all-year', 'all-week', 'early-peak')",R1,windturbine,2040,A1,retrofit,power,15.26193232157
248,"('all-year', 'all-week', 'late-peak')",R1,gasCCGT,2040,A1,retrofit,power,38.90003470303
249,"('all-year', 'all-week', 'late-peak')",R1,windturbine,2040,A1,retrofit,power,21.90473327065
250,"('all-year', 'all-week', 'evening')",R1,gasCCGT,2040,A1,retrofit,power,23.28727521100
251,"('all-year', 'all-week', 'evening')",R1,windturbine,2040,A1,retrofit,power,18.90338781722
252,"('all-year', 'all-week', 'night')",R1,gassupply1,2040,A1,retrofit,gas,65.76614133600
253,"('all-year', 'all-week', 'night')",R1,gassupply2,2040,A1,retrofit,gas,118.10227173996
254,"('all-year', 'all-week', 'night')",R1,gassupply3,2040,A1,retrofit,gas,170.43840212500
255,"('all-year', 'all-week', 'morning')",R1,gassupply1,2040,A1,retrofit,gas,97.34664104087
256,"('all-year', 'all-week', 'morning')",R1,gassupply2,2040,A1,retrofit,gas,175.85083664682
257,"('all-year', 'all-week', 'morning')",R1,gassupply3,2040,A1,retrofit,gas,254.35503222437
258,"('all-year', 'all-week', 'afternoon')",R1,gassupply1,2040,A1,retrofit,gas,65.76614133600
259,"('all-year', 'all-week', 'afternoon')",R1,gassupply2,2040,A1,retrofit,gas,118.10227173996
260,"('all-year', 'all-week', 'afternoon')",R1,gassupply3,2040,A1,retrofit,gas,170.43840212500
261,"('all-year', 'all-week', 'early-peak')",R1,gassupply1,2040,A1,retrofit,gas,97.34664104087
262,"('all-year', 'all-week', 'early-peak')",R1,gassupply2,2040,A1,retrofit,gas,175.85083664682
263,"('all-year', 'all-week', 'early-peak')",R1,gassupply3,2040,A1,retrofit,gas,254.35503222437
264,"('all-year', 'all-week', 'late-peak')",R1,gassupply1,2040,A1,retrofit,gas,180.69772715045
265,"('all-year', 'all-week', 'late-peak')",R1,gassupply2,2040,A1,retrofit,gas,337.70611836236
266,"('all-year', 'all-week', 'late-peak')",R1,gassupply3,2040,A1,retrofit,gas,494.71450951746
267,"('all-year', 'all-week', 'evening')",R1,gassupply1,2040,A1,retrofit,gas,127.37207908671
268,"('all-year', 'all-week', 'evening')",R1,gassupply2,2040,A1,retrofit,gas,232.04433989465
269,"('all-year', 'all-week', 'evening')",R1,gassupply3,2040,A1,retrofit,gas,336.71660066472
270,"('all-year', 'all-week', 'night')",R1,gasboiler,2045,A1,retrofit,residential,15.03467684482
271,"('all-year', 'all-week', 'night')",R1,heatpump,2045,A1,retrofit,residential,17.50832065378
272,"('all-year', 'all-week', 'morning')",R1,gasboiler,2045,A1,retrofit,residential,23.78292386829
273,"('all-year', 'all-week', 'morning')",R1,heatpump,2045,A1,retrofit,residential,26.51424367797
274,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2045,A1,retrofit,residential,15.03467684482
275,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2045,A1,retrofit,residential,17.50832065378
