,timeslice,region,technology,year,agent,category,sector,LCOE
276,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2045,A1,retrofit,residential,16.52879616584
277,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2045,A1,retrofit,residential,18.36497755051
278,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2045,A1,retrofit,residential,22.61800377961
279,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2045,A1,retrofit,residential,20.66551586796
280,"('all-year', 'all-week', 'evening')",R1,gasboiler,2045,A1,retrofit,residential,18.11136700596
281,"('all-year', 'all-week', 'evening')",R1,heatpump,2045,A1,retrofit,residential,18.96408946727
282,"('all-year', 'all-week', 'night')",R1,gasboiler,2045,A2,retrofit,residential,15.39339035688
283,"('all-year', 'all-week', 'night')",R1,heatpump,2045,A2,retrofit,residential,17.88782108860
284,"('all-year', 'all-week', 'morning')",R1,gasboiler,2045,A2,retrofit,residential,16.52879616584
285,"('all-year', 'all-week', 'morning')",R1,heatpump,2045,A2,retrofit,residential,18.36497755051
286,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2045,A2,retrofit,residential,15.39339035688
287,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2045,A2,retrofit,residential,17.88782108860
288,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2045,A2,retrofit,residential,16.52879616584
289,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2045,A2,retrofit,residential,18.36497755051
290,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2045,A2,retrofit,residential,22.61800377961
291,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2045,A2,retrofit,residential,20.66551586796
292,"('all-year', 'all-week', 'evening')",R1,gasboiler,2045,A2,retrofit,residential,18.11136700596
293,"('all-year', 'all-week', 'evening')",R1,heatpump,2045,A2,retrofit,residential,18.96408946727
294,"('all-year', 'all-week', 'night')",R1,gasCCGT,2045,A1,retrofit,power,26.36484008962
295,"('all-year', 'all-week', 'night')",R1,windturbine,2045,A1,retrofit,power,21.40572936318
296,"('all-year', 'all-week', 'morning')",R1,gasCCGT,2045,A1,retrofit,power,27.99943293528
297,"('all-year', 'all-week', 'morning')",R1,windturbine,2045,A1,retrofit,power,21.40572936318
298,"('all-year', 'all-week', 'afternoon')",R1,gasCCGT,2045,A1,retrofit,power,26.36484008962
299,"('all-year', 'all-week', 'afternoon')",R1,windturbine,2045,A1,retrofit,power,21.40572936318
300,"('all-year', 'all-week', 'early-peak')",R1,gasCCGT,2045,A1,retrofit,power,27.99943293528
301,"('all-year', 'all-week', 'early-peak')",R1,windturbine,2045,A1,retrofit,power,21.40572936318
302,"('all-year', 'all-week', 'late-peak')",R1,gasCCGT,2045,A1,retrofit,power,36.76579217235
303,"('all-year', 'all-week', 'late-peak')",R1,windturbine,2045,A1,retrofit,power,21.40572936318
304,"('all-year', 'all-week', 'evening')",R1,gasCCGT,2045,A1,retrofit,power,30.27778923096
305,"('all-year', 'all-week', 'evening')",R1,windturbine,2045,A1,retrofit,power,21.40572936318
306,"('all-year', 'all-week', 'night')",R1,gassupply1,2045,A1,retrofit,gas,74.70912239800
307,"('all-year', 'all-week', 'night')",R1,gassupply2,2045,A1,retrofit,gas,133.85145753841
308,"('all-year', 'all-week', 'night')",R1,gassupply3,2045,A1,retrofit,gas,192.99379265750
309,"('all-year', 'all-week', 'morning')",R1,gassupply1,2045,A1,retrofit,gas,74.70912239800
310,"('all-year', 'all-week', 'morning')",R1,gassupply2,2045,A1,retrofit,gas,133.85145753841
311,"('all-year', 'all-week', 'morning')",R1,gassupply3,2045,A1,retrofit,gas,192.99379265750
312,"('all-year', 'all-week', 'afternoon')",R1,gassupply1,2045,A1,retrofit,gas,74.70912239800
313,"('all-year', 'all-week', 'afternoon')",R1,gassupply2,2045,A1,retrofit,gas,133.85145753841
314,"('all-year', 'all-week', 'afternoon')",R1,gassupply3,2045,A1,retrofit,gas,192.99379265750
315,"('all-year', 'all-week', 'early-peak')",R1,gassupply1,2045,A1,retrofit,gas,74.70912239800
316,"('all-year', 'all-week', 'early-peak')",R1,gassupply2,2045,A1,retrofit,gas,133.85145753841
317,"('all-year', 'all-week', 'early-peak')",R1,gassupply3,2045,A1,retrofit,gas,192.99379265750
318,"('all-year', 'all-week', 'late-peak')",R1,gassupply1,2045,A1,retrofit,gas,74.70912239800
319,"('all-year', 'all-week', 'late-peak')",R1,gassupply2,2045,A1,retrofit,gas,133.85145753841
320,"('all-year', 'all-week', 'late-peak')",R1,gassupply3,2045,A1,retrofit,gas,192.99379265750
321,"('all-year', 'all-week', 'evening')",R1,gassupply1,2045,A1,retrofit,gas,74.70912239800
322,"('all-year', 'all-week', 'evening')",R1,gassupply2,2045,A1,retrofit,gas,133.85145753841
323,"('all-year', 'all-week', 'evening')",R1,gassupply3,2045,A1,retrofit,gas,192.99379265750
324,"('all-year', 'all-week', 'night')",R1,gasboiler,2050,A1,retrofit,residential,15.39339035688
325,"('all-year', 'all-week', 'night')",R1,heatpump,2050,A1,retrofit,residential,17.88827471707
326,"('all-year', 'all-week', 'morning')",R1,gasboiler,2050,A1,retrofit,residential,16.52879616584
327,"('all-year', 'all-week', 'morning')",R1,heatpump,2050,A1,retrofit,residential,18.36599821455
328,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2050,A1,retrofit,residential,15.39339035688
329,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2050,A1,retrofit,residential,17.88827471707
330,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2050,A1,retrofit,residential,16.52879616584
331,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2050,A1,retrofit,residential,18.36599821455
332,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2050,A1,retrofit,residential,22.61800377961
333,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2050,A1,retrofit,residential,20.66959852415
334,"('all-year', 'all-week', 'evening')",R1,gasboiler,2050,A1,retrofit,residential,18.11136700596
335,"('all-year', 'all-week', 'evening')",R1,heatpump,2050,A1,retrofit,residential,18.96590398114
336,"('all-year', 'all-week', 'night')",R1,gasboiler,2050,A2,retrofit,residential,15.39339035688
337,"('all-year', 'all-week', 'night')",R1,heatpump,2050,A2,retrofit,residential,17.88827471707
338,"('all-year', 'all-week', 'morning')",R1,gasboiler,2050,A2,retrofit,residential,16.52879616584
339,"('all-year', 'all-week', 'morning')",R1,heatpump,2050,A2,retrofit,residential,18.36599821455
340,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2050,A2,retrofit,residential,15.39339035688
341,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2050,A2,retrofit,residential,17.88827471707
342,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2050,A2,retrofit,residential,16.52879616584
343,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2050,A2,retrofit,residential,18.36599821455
344,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2050,A2,retrofit,residential,22.61800377961
345,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2050,A2,retrofit,residential,20.66959852415
346,"('all-year', 'all-week', 'evening')",R1,gasboiler,2050,A2,retrofit,residential,18.11136700596
347,"('all-year', 'all-week', 'evening')",R1,heatpump,2050,A2,retrofit,residential,18.96590398114
348,"('all-year', 'all-week', 'night')",R1,gasCCGT,2050,A1,retrofit,power,26.36484008962
349,"('all-year', 'all-week', 'night')",R1,windturbine,2050,A1,retrofit,power,21.40572936318
350,"('all-year', 'all-week', 'morning')",R1,gasCCGT,2050,A1,retrofit,power,27.99943293528
351,"('all-year', 'all-week', 'morning')",R1,windturbine,2050,A1,retrofit,power,21.40572936318
352,"('all-year', 'all-week', 'afternoon')",R1,gasCCGT,2050,A1,retrofit,power,26.36484008962
353,"('all-year', 'all-week', 'afternoon')",R1,windturbine,2050,A1,retrofit,power,21.40572936318
354,"('all-year', 'all-week', 'early-peak')",R1,gasCCGT,2050,A1,retrofit,power,27.99943293528
355,"('all-year', 'all-week', 'early-peak')",R1,windturbine,2050,A1,retrofit,power,21.40572936318
356,"('all-year', 'all-week', 'late-peak')",R1,gasCCGT,2050,A1,retrofit,power,36.76579217235
357,"('all-year', 'all-week', 'late-peak')",R1,windturbine,2050,A1,retrofit,power,21.40572936318
358,"('all-year', 'all-week', 'evening')",R1,gasCCGT,2050,A1,retrofit,power,30.27778923096
359,"('all-year', 'all-week', 'evening')",R1,windturbine,2050,A1,retrofit,power,21.40572936318
360,"('all-year', 'all-week', 'night')",R1,gassupply1,2050,A1,retrofit,gas,74.70912239800
361,"('all-year', 'all-week', 'night')",R1,gassupply2,2050,A1,retrofit,gas,133.85145753841
362,"('all-year', 'all-week', 'night')",R1,gassupply3,2050,A1,retrofit,gas,192.99379265750
363,"('all-year', 'all-week', 'morning')",R1,gassupply1,2050,A1,retrofit,gas,74.70912239800
364,"('all-year', 'all-week', 'morning')",R1,gassupply2,2050,A1,retrofit,gas,133.85145753841
365,"('all-year', 'all-week', 'morning')",R1,gassupply3,2050,A1,retrofit,gas,192.99379265750
366,"('all-year', 'all-week', 'afternoon')",R1,gassupply1,2050,A1,retrofit,gas,74.70912239800
367,"('all-year', 'all-week', 'afternoon')",R1,gassupply2,2050,A1,retrofit,gas,133.85145753841
368,"('all-year', 'all-week', 'afternoon')",R1,gassupply3,2050,A1,retrofit,gas,192.99379265750
369,"('all-year', 'all-week', 'early-peak')",R1,gassupply1,2050,A1,retrofit,gas,74.70912239800
370,"('all-year', 'all-week', 'early-peak')",R1,gassupply2,2050,A1,retrofit,gas,133.85145753841
371,"('all-year', 'all-week', 'early-peak')",R1,gassupply3,2050,A1,retrofit,gas,192.99379265750
372,"('all-year', 'all-week', 'late-peak')",R1,gassupply1,2050,A1,retrofit,gas,74.70912239800
373,"('all-year', 'all-week', 'late-peak')",R1,gassupply2,2050,A1,retrofit,gas,133.85145753841
374,"('all-year', 'all-week', 'late-peak')",R1,gassupply3,2050,A1,retrofit,gas,192.99379265750
375,"('all-year', 'all-week', 'evening')",R1,gassupply1,2050,A1,retrofit,gas,74.70912239800
376,"('all-year', 'all-week', 'evening')",R1,gassupply2,2050,A1,retrofit,gas,133.85145753841
377,"('all-year', 'all-week', 'evening')",R1,gassupply3,2050,A1,retrofit,gas,192.99379265750
378,"('all-year', 'all-week', 'night')",R1,gasboiler,2055,A1,retrofit,residential,15.39339035688
379,"('all-year', 'all-week', 'night')",R1,heatpump,2055,A1,retrofit,residential,17.74474926642
380,"('all-year', 'all-week', 'morning')",R1,gasboiler,2055,A1,retrofit,residential,16.52879616584
381,"('all-year', 'all-week', 'morning')",R1,heatpump,2055,A1,retrofit,residential,18.14171371409
382,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2055,A1,retrofit,residential,15.39339035688
383,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2055,A1,retrofit,residential,17.74474926642
384,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2055,A1,retrofit,residential,16.52879616584
385,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2055,A1,retrofit,residential,18.14171371409
386,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2055,A1,retrofit,residential,22.61800377961
387,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2055,A1,retrofit,residential,20.07254710115
388,"('all-year', 'all-week', 'evening')",R1,gasboiler,2055,A1,retrofit,residential,18.11136700596
389,"('all-year', 'all-week', 'evening')",R1,heatpump,2055,A1,retrofit,residential,18.64436238395
390,"('all-year', 'all-week', 'night')",R1,gasboiler,2055,A2,retrofit,residential,15.39339035688
391,"('all-year', 'all-week', 'night')",R1,heatpump,2055,A2,retrofit,residential,17.74474926642
392,"('all-year', 'all-week', 'morning')",R1,gasboiler,2055,A2,retrofit,residential,16.52879616584
393,"('all-year', 'all-week', 'morning')",R1,heatpump,2055,A2,retrofit,residential,18.14171371409
394,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2055,A2,retrofit,residential,15.39339035688
395,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2055,A2,retrofit,residential,17.74474926642
396,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2055,A2,retrofit,residential,16.52879616584
397,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2055,A2,retrofit,residential,18.14171371409
398,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2055,A2,retrofit,residential,22.61800377961
399,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2055,A2,retrofit,residential,20.07254710115
400,"('all-year', 'all-week', 'evening')",R1,gasboiler,2055,A2,retrofit,residential,18.11136700596
401,"('all-year', 'all-week', 'evening')",R1,heatpump,2055,A2,retrofit,residential,18.64436238395
402,"('all-year', 'all-week', 'night')",R1,gasCCGT,2055,A1,retrofit,power,26.36484008962
403,"('all-year', 'all-week', 'night')",R1,windturbine,2055,A1,retrofit,power,21.40572936318
404,"('all-year', 'all-week', 'morning')",R1,gasCCGT,2055,A1,retrofit,power,27.99943293528
405,"('all-year', 'all-week', 'morning')",R1,windturbine,2055,A1,retrofit,power,21.40572936318
406,"('all-year', 'all-week', 'afternoon')",R1,gasCCGT,2055,A1,retrofit,power,26.36484008962
407,"('all-year', 'all-week', 'afternoon')",R1,windturbine,2055,A1,retrofit,power,21.40572936318
408,"('all-year', 'all-week', 'early-peak')",R1,gasCCGT,2055,A1,retrofit,power,27.99943293528
409,"('all-year', 'all-week', 'early-peak')",R1,windturbine,2055,A1,retrofit,power,21.40572936318
410,"('all-year', 'all-week', 'late-peak')",R1,gasCCGT,2055,A1,retrofit,power,36.76579217235
411,"('all-year', 'all-week', 'late-peak')",R1,windturbine,2055,A1,retrofit,power,21.40572936318
412,"('all-year', 'all-week', 'evening')",R1,gasCCGT,2055,A1,retrofit,power,30.27778923096
413,"('all-year', 'all-week', 'evening')",R1,windturbine,2055,A1,retrofit,power,21.40572936318
414,"('all-year', 'all-week', 'night')",R1,gassupply1,2055,A1,retrofit,gas,74.70912239800
415,"('all-year', 'all-week', 'night')",R1,gassupply2,2055,A1,retrofit,gas,133.85145753841
416,"('all-year', 'all-week', 'night')",R1,gassupply3,2055,A1,retrofit,gas,192.99379265750
417,"('all-year', 'all-week', 'morning')",R1,gassupply1,2055,A1,retrofit,gas,74.70912239800
418,"('all-year', 'all-week', 'morning')",R1,gassupply2,2055,A1,retrofit,gas,133.85145753841
419,"('all-year', 'all-week', 'morning')",R1,gassupply3,2055,A1,retrofit,gas,192.99379265750
420,"('all-year', 'all-week', 'afternoon')",R1,gassupply1,2055,A1,retrofit,gas,74.70912239800
421,"('all-year', 'all-week', 'afternoon')",R1,gassupply2,2055,A1,retrofit,gas,133.85145753841
422,"('all-year', 'all-week', 'afternoon')",R1,gassupply3,2055,A1,retrofit,gas,192.99379265750
423,"('all-year', 'all-week', 'early-peak')",R1,gassupply1,2055,A1,retrofit,gas,74.70912239800
424,"('all-year', 'all-week', 'early-peak')",R1,gassupply2,2055,A1,retrofit,gas,133.85145753841
425,"('all-year', 'all-week', 'early-peak')",R1,gassupply3,2055,A1,retrofit,gas,192.99379265750
426,"('all-year', 'all-week', 'late-peak')",R1,gassupply1,2055,A1,retrofit,gas,74.70912239800
427,"('all-year', 'all-week', 'late-peak')",R1,gassupply2,2055,A1,retrofit,gas,133.85145753841
428,"('all-year', 'all-week', 'late-peak')",R1,gassupply3,2055,A1,retrofit,gas,192.99379265750
429,"('all-year', 'all-week', 'evening')",R1,gassupply1,2055,A1,retrofit,gas,74.70912239800
430,"('all-year', 'all-week', 'evening')",R1,gassupply2,2055,A1,retrofit,gas,133.85145753841
431,"('all-year', 'all-week', 'evening')",R1,gassupply3,2055,A1,retrofit,gas,192.99379265750
432,"('all-year', 'all-week', 'night')",R1,gasboiler,2060,A1,retrofit,residential,15.39339035688
433,"('all-year', 'all-week', 'night')",R1,heatpump,2060,A1,retrofit,residential,17.45652514312
434,"('all-year', 'all-week', 'morning')",R1,gasboiler,2060,A1,retrofit,residential,16.52879616584
435,"('all-year', 'all-week', 'morning')",R1,heatpump,2060,A1,retrofit,residential,17.69131134136
436,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2060,A1,retrofit,residential,15.39339035688
437,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2060,A1,retrofit,residential,17.45652514312
438,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2060,A1,retrofit,residential,16.52879616584
439,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2060,A1,retrofit,residential,17.69131134136
440,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2060,A1,retrofit,residential,22.61800377961
441,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2060,A1,retrofit,residential,18.87356376974
442,"('all-year', 'all-week', 'evening')",R1,gasboiler,2060,A1,retrofit,residential,18.11136700596
443,"('all-year', 'all-week', 'evening')",R1,heatpump,2060,A1,retrofit,residential,17.99865080781
444,"('all-year', 'all-week', 'night')",R1,gasboiler,2060,A2,retrofit,residential,15.39339035688
445,"('all-year', 'all-week', 'night')",R1,heatpump,2060,A2,retrofit,residential,17.45652514312
446,"('all-year', 'all-week', 'morning')",R1,gasboiler,2060,A2,retrofit,residential,16.52879616584
447,"('all-year', 'all-week', 'morning')",R1,heatpump,2060,A2,retrofit,residential,17.69131134136
448,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2060,A2,retrofit,residential,15.39339035688
449,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2060,A2,retrofit,residential,17.45652514312
450,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2060,A2,retrofit,residential,16.52879616584
451,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2060,A2,retrofit,residential,17.69131134136
452,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2060,A2,retrofit,residential,22.61800377961
453,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2060,A2,retrofit,residential,18.87356376974
454,"('all-year', 'all-week', 'evening')",R1,gasboiler,2060,A2,retrofit,residential,18.11136700596
455,"('all-year', 'all-week', 'evening')",R1,heatpump,2060,A2,retrofit,residential,17.99865080781
456,"('all-year', 'all-week', 'night')",R1,gasCCGT,2060,A1,retrofit,power,26.36484008962
457,"('all-year', 'all-week', 'night')",R1,windturbine,2060,A1,retrofit,power,21.40572936318
458,"('all-year', 'all-week', 'morning')",R1,gasCCGT,2060,A1,retrofit,power,27.99943293528
459,"('all-year', 'all-week', 'morning')",R1,windturbine,2060,A1,retrofit,power,21.40572936318
460,"('all-year', 'all-week', 'afternoon')",R1,gasCCGT,2060,A1,retrofit,power,26.36484008962
461,"('all-year', 'all-week', 'afternoon')",R1,windturbine,2060,A1,retrofit,power,21.40572936318
462,"('all-year', 'all-week', 'early-peak')",R1,gasCCGT,2060,A1,retrofit,power,27.99943293528
463,"('all-year', 'all-week', 'early-peak')",R1,windturbine,2060,A1,retrofit,power,21.40572936318
464,"('all-year', 'all-week', 'late-peak')",R1,gasCCGT,2060,A1,retrofit,power,36.76579217235
465,"('all-year', 'all-week', 'late-peak')",R1,windturbine,2060,A1,retrofit,power,21.40572936318
466,"('all-year', 'all-week', 'evening')",R1,gasCCGT,2060,A1,retrofit,power,30.27778923096
467,"('all-year', 'all-week', 'evening')",R1,windturbine,2060,A1,retrofit,power,21.40572936318
468,"('all-year', 'all-week', 'night')",R1,gassupply1,2060,A1,retrofit,gas,74.70912239800
469,"('all-year', 'all-week', 'night')",R1,gassupply2,2060,A1,retrofit,gas,133.85145753841
470,"('all-year', 'all-week', 'night')",R1,gassupply3,2060,A1,retrofit,gas,192.99379265750
471,"('all-year', 'all-week', 'morning')",R1,gassupply1,2060,A1,retrofit,gas,74.70912239800
472,"('all-year', 'all-week', 'morning')",R1,gassupply2,2060,A1,retrofit,gas,133.85145753841
473,"('all-year', 'all-week', 'morning')",R1,gassupply3,2060,A1,retrofit,gas,192.99379265750
474,"('all-year', 'all-week', 'afternoon')",R1,gassupply1,2060,A1,retrofit,gas,74.70912239800
475,"('all-year', 'all-week', 'afternoon')",R1,gassupply2,2060,A1,retrofit,gas,133.85145753841
476,"('all-year', 'all-week', 'afternoon')",R1,gassupply3,2060,A1,retrofit,gas,192.99379265750
477,"('all-year', 'all-week', 'early-peak')",R1,gassupply1,2060,A1,retrofit,gas,74.70912239800
478,"('all-year', 'all-week', 'early-peak')",R1,gassupply2,2060,A1,retrofit,gas,133.85145753841
479,"('all-year', 'all-week', 'early-peak')",R1,gassupply3,2060,A1,retrofit,gas,192.99379265750
480,"('all-year', 'all-week', 'late-peak')",R1,gassupply1,2060,A1,retrofit,gas,74.70912239800
481,"('all-year', 'all-week', 'late-peak')",R1,gassupply2,2060,A1,retrofit,gas,133.85145753841
482,"('all-year', 'all-week', 'late-peak')",R1,gassupply3,2060,A1,retrofit,gas,192.99379265750
483,"('all-year', 'all-week', 'evening')",R1,gassupply1,2060,A1,retrofit,gas,74.70912239800
484,"('all-year', 'all-week', 'evening')",R1,gassupply2,2060,A1,retrofit,gas,133.85145753841
485,"('all-year', 'all-week', 'evening')",R1,gassupply3,2060,A1,retrofit,gas,192.99379265750
