,asset,year,region,installed,technology,capacity
97,7,2060,R1,2050,gasboiler,0.02130000000
98,7,2064,R1,2050,gasboiler,0.02130000000
110,8,2060,R1,2050,heatpump,0.08420000000
111,8,2064,R1,2050,heatpump,0.08420000000
123,9,2060,R1,2055,gasboiler,0.01210000000
124,9,2064,R1,2055,gasboiler,0.01210000000
125,9,2065,R1,2055,gasboiler,0.01210000000
126,9,2069,R1,2055,gasboiler,0.01210000000
136,10,2060,R1,2055,heatpump,0.05890000000
137,10,2064,R1,2055,heatpump,0.05890000000
138,10,2065,R1,2055,heatpump,0.05890000000
139,10,2069,R1,2055,heatpump,0.05890000000
151,11,2065,R1,2060,gasboiler,0.00410000000
152,11,2069,R1,2060,gasboiler,0.00410000000
153,11,2070,R1,2060,gasboiler,0.00410000000
154,11,2074,R1,2060,gasboiler,0.00410000000
164,12,2065,R1,2060,heatpump,0.01700000000
165,12,2069,R1,2060,heatpump,0.01700000000
166,12,2070,R1,2060,heatpump,0.01700000000
167,12,2074,R1,2060,heatpump,0.01700000000
