asset,year,region,technology,installed,capacity
1,2035,R1,gasCCGT,2025,0.77780000000
1,2040,R1,gasCCGT,2025,0.77780000000
1,2045,R1,gasCCGT,2025,0.77780000000
1,2049,R1,gasCCGT,2025,0.77780000000
1,2050,R1,gasCCGT,2025,0.77780000000
1,2054,R1,gasCCGT,2025,0.77780000000
1,2055,R1,gasCCGT,2025,0.77780000000
1,2059,R1,gasCCGT,2025,0.77780000000
1,2060,R1,gasCCGT,2025,0.77780000000
1,2064,R1,gasCCGT,2025,0.77780000000
3,2035,R1,solarPV,2020,7.50000000000
3,2040,R1,solarPV,2020,7.50000000000
3,2045,R1,solarPV,2020,7.50000000000
3,2049,R1,solarPV,2020,7.50000000000
4,2035,R1,solarPV,2025,5.57350000000
4,2040,R1,solarPV,2025,5.57350000000
4,2045,R1,solarPV,2025,5.57350000000
4,2049,R1,solarPV,2025,5.57350000000
4,2050,R1,solarPV,2025,5.57350000000
4,2054,R1,solarPV,2025,5.57350000000
6,2040,R1,solarPV,2035,7.19600000000
6,2064,R1,solarPV,2035,7.19600000000
7,2035,R1,windturbine,2020,20.00000000000
7,2040,R1,windturbine,2020,20.00000000000
7,2045,R1,windturbine,2020,20.00000000000
7,2049,R1,windturbine,2020,20.00000000000
8,2035,R1,windturbine,2025,22.00000000000
8,2040,R1,windturbine,2025,22.00000000000
8,2045,R1,windturbine,2025,22.00000000000
8,2049,R1,windturbine,2025,22.00000000000
8,2050,R1,windturbine,2025,22.00000000000
8,2054,R1,windturbine,2025,22.00000000000
9,2035,R1,windturbine,2030,9.30980000000
9,2040,R1,windturbine,2030,9.30980000000
9,2045,R1,windturbine,2030,9.30980000000
9,2049,R1,windturbine,2030,9.30980000000
9,2050,R1,windturbine,2030,9.30980000000
9,2054,R1,windturbine,2030,9.30980000000
9,2055,R1,windturbine,2030,9.30980000000
9,2059,R1,windturbine,2030,9.30980000000
10,2040,R1,windturbine,2035,20.00000000000
10,2064,R1,windturbine,2035,20.00000000000
17,2035,R2,windturbine,2020,27.50000000000
17,2040,R2,windturbine,2020,27.50000000000
17,2045,R2,windturbine,2020,27.50000000000
17,2049,R2,windturbine,2020,27.50000000000
18,2035,R2,windturbine,2025,30.17160000000
18,2040,R2,windturbine,2025,30.17160000000
18,2045,R2,windturbine,2025,30.17160000000
18,2049,R2,windturbine,2025,30.17160000000
18,2050,R2,windturbine,2025,30.17160000000
18,2054,R2,windturbine,2025,30.17160000000
19,2035,R2,windturbine,2030,8.80380000000
19,2040,R2,windturbine,2030,8.80380000000
19,2045,R2,windturbine,2030,8.80380000000
19,2049,R2,windturbine,2030,8.80380000000
19,2050,R2,windturbine,2030,8.80380000000
19,2054,R2,windturbine,2030,8.80380000000
19,2055,R2,windturbine,2030,8.80380000000
19,2059,R2,windturbine,2030,8.80380000000
20,2040,R2,windturbine,2035,28.88280000000
20,2064,R2,windturbine,2035,28.88280000000
