,commodity,region,technology,year,consumption
0,electricity,R1,heatpump,2050,0.23400000000
1,gas,R1,gasboiler,2050,0.28610000000
2,electricity,R1,heatpump,2050,0.26730000000
3,gas,R1,gasboiler,2055,0.28610000000
4,electricity,R1,heatpump,2055,0.26730000000
5,electricity,R1,heatpump,2055,0.23400000000
6,electricity,R1,heatpump,2050,0.35100000000
7,gas,R1,gasboiler,2050,0.42920000000
8,electricity,R1,heatpump,2050,0.40100000000
9,gas,R1,gasboiler,2055,0.42920000000
10,electricity,R1,heatpump,2055,0.40100000000
11,electricity,R1,heatpump,2055,0.35100000000
12,electricity,R1,heatpump,2050,0.23400000000
13,gas,R1,gasboiler,2050,0.28610000000
14,electricity,R1,heatpump,2050,0.26730000000
15,gas,R1,gasboiler,2055,0.28610000000
16,electricity,R1,heatpump,2055,0.26730000000
17,electricity,R1,heatpump,2055,0.23400000000
18,electricity,R1,heatpump,2050,0.35100000000
19,gas,R1,gasboiler,2050,0.42920000000
20,electricity,R1,heatpump,2050,0.40100000000
21,gas,R1,gasboiler,2055,0.42920000000
22,electricity,R1,heatpump,2055,0.40100000000
23,electricity,R1,heatpump,2055,0.35100000000
24,electricity,R1,heatpump,2050,0.70200000000
25,gas,R1,gasboiler,2050,0.85840000000
26,electricity,R1,heatpump,2050,0.80200000000
27,gas,R1,gasboiler,2055,0.85840000000
28,electricity,R1,heatpump,2055,0.80200000000
29,electricity,R1,heatpump,2055,0.70200000000
30,electricity,R1,heatpump,2050,0.46800000000
31,gas,R1,gasboiler,2050,0.57230000000
32,electricity,R1,heatpump,2050,0.53470000000
33,gas,R1,gasboiler,2055,0.57230000000
34,electricity,R1,heatpump,2055,0.53470000000
35,electricity,R1,heatpump,2055,0.46800000000
