,commodity,region,technology,year,consumption
0,gas,R1,gasboiler,2030,0.86810000000
1,electricity,R1,heatpump,2030,0.16730000000
2,gas,R1,gasboiler,2035,0.86810000000
3,electricity,R1,heatpump,2035,0.20070000000
4,gas,R1,gasboiler,2030,1.30210000000
5,electricity,R1,heatpump,2030,0.25100000000
6,gas,R1,gasboiler,2035,1.30210000000
7,electricity,R1,heatpump,2035,0.30100000000
8,gas,R1,gasboiler,2030,0.86810000000
9,electricity,R1,heatpump,2030,0.16730000000
10,gas,R1,gasboiler,2035,0.86810000000
11,electricity,R1,heatpump,2035,0.20070000000
12,gas,R1,gasboiler,2030,1.30210000000
13,electricity,R1,heatpump,2030,0.25100000000
14,gas,R1,gasboiler,2035,1.30210000000
15,electricity,R1,heatpump,2035,0.30100000000
16,gas,R1,gasboiler,2030,2.60420000000
17,electricity,R1,heatpump,2030,0.50200000000
18,gas,R1,gasboiler,2035,2.60420000000
19,electricity,R1,heatpump,2035,0.60200000000
20,gas,R1,gasboiler,2030,1.73610000000
21,electricity,R1,heatpump,2030,0.33470000000
22,gas,R1,gasboiler,2035,1.73610000000
23,electricity,R1,heatpump,2035,0.40130000000
