,commodity,region,technology,year,supply
0,heat,R1,gasboiler,2060,0.00200000000
1,heat,R1,heatpump,2060,0.00800000000
2,heat,R1,gasboiler,2060,0.00110000000
3,heat,R1,heatpump,2060,0.00560000000
4,heat,R1,gasboiler,2065,0.00110000000
5,heat,R1,heatpump,2065,0.00560000000
6,heat,R1,gasboiler,2065,0.00040000000
7,heat,R1,heatpump,2065,0.00160000000
8,CO2f,R1,gasboiler,2060,0.13100000000
9,CO2f,R1,gasboiler,2060,0.07440000000
10,CO2f,R1,gasboiler,2065,0.07440000000
11,CO2f,R1,gasboiler,2065,0.02520000000
12,heat,R1,gasboiler,2060,0.00300000000
13,heat,R1,heatpump,2060,0.01200000000
14,heat,R1,gasboiler,2060,0.00170000000
15,heat,R1,heatpump,2060,0.00840000000
16,heat,R1,gasboiler,2065,0.00170000000
17,heat,R1,heatpump,2065,0.00840000000
18,heat,R1,gasboiler,2065,0.00060000000
19,heat,R1,heatpump,2065,0.00240000000
20,CO2f,R1,gasboiler,2060,0.19660000000
21,CO2f,R1,gasboiler,2060,0.11160000000
22,CO2f,R1,gasboiler,2065,0.11160000000
23,CO2f,R1,gasboiler,2065,0.03790000000
24,heat,R1,gasboiler,2060,0.00200000000
25,heat,R1,heatpump,2060,0.00800000000
26,heat,R1,gasboiler,2060,0.00110000000
27,heat,R1,heatpump,2060,0.00560000000
28,heat,R1,gasboiler,2065,0.00110000000
29,heat,R1,heatpump,2065,0.00560000000
30,heat,R1,gasboiler,2065,0.00040000000
31,heat,R1,heatpump,2065,0.00160000000
32,CO2f,R1,gasboiler,2060,0.13100000000
33,CO2f,R1,gasboiler,2060,0.07440000000
34,CO2f,R1,gasboiler,2065,0.07440000000
35,CO2f,R1,gasboiler,2065,0.02520000000
36,heat,R1,gasboiler,2060,0.00300000000
37,heat,R1,heatpump,2060,0.01200000000
38,heat,R1,gasboiler,2060,0.00170000000
39,heat,R1,heatpump,2060,0.00840000000
40,heat,R1,gasboiler,2065,0.00170000000
41,heat,R1,heatpump,2065,0.00840000000
42,heat,R1,gasboiler,2065,0.00060000000
43,heat,R1,heatpump,2065,0.00240000000
44,CO2f,R1,gasboiler,2060,0.19660000000
45,CO2f,R1,gasboiler,2060,0.11160000000
46,CO2f,R1,gasboiler,2065,0.11160000000
47,CO2f,R1,gasboiler,2065,0.03790000000
48,heat,R1,gasboiler,2060,0.00610000000
49,heat,R1,heatpump,2060,0.02400000000
50,heat,R1,gasboiler,2060,0.00340000000
51,heat,R1,heatpump,2060,0.01680000000
52,heat,R1,gasboiler,2065,0.00340000000
53,heat,R1,heatpump,2065,0.01680000000
54,heat,R1,gasboiler,2065,0.00120000000
55,heat,R1,heatpump,2065,0.00490000000
56,CO2f,R1,gasboiler,2060,0.39310000000
57,CO2f,R1,gasboiler,2060,0.22320000000
58,CO2f,R1,gasboiler,2065,0.22320000000
59,CO2f,R1,gasboiler,2065,0.07570000000
60,heat,R1,gasboiler,2060,0.00400000000
61,heat,R1,heatpump,2060,0.01600000000
62,heat,R1,gasboiler,2060,0.00230000000
63,heat,R1,heatpump,2060,0.01120000000
64,heat,R1,gasboiler,2065,0.00230000000
65,heat,R1,heatpump,2065,0.01120000000
66,heat,R1,gasboiler,2065,0.00080000000
67,heat,R1,heatpump,2065,0.00320000000
68,CO2f,R1,gasboiler,2060,0.26210000000
69,CO2f,R1,gasboiler,2060,0.14880000000
70,CO2f,R1,gasboiler,2065,0.14880000000
71,CO2f,R1,gasboiler,2065,0.05050000000
