,asset,year,region,installed,technology,capacity
126,6,2060,R1,2050,gassupply1,7.29460000000
127,6,2064,R1,2050,gassupply1,7.29460000000
145,7,2060,R1,2055,gassupply1,0.33170000000
146,7,2064,R1,2055,gassupply1,0.33170000000
147,7,2065,R1,2055,gassupply1,0.33170000000
148,7,2069,R1,2055,gassupply1,0.33170000000
166,8,2065,R1,2060,gassupply1,2.73610000000
167,8,2069,R1,2060,gassupply1,2.73610000000
168,8,2070,R1,2060,gassupply1,2.73610000000
169,8,2074,R1,2060,gassupply1,2.73610000000
