,asset,year,region,technology,installed,capacity
0,0,2030,R1,gassupply1,2020,6.67610000000
1,0,2034,R1,gassupply1,2020,6.67610000000
10,1,2030,R1,gassupply1,2025,3.33160000000
11,1,2034,R1,gassupply1,2025,3.33160000000
12,1,2035,R1,gassupply1,2025,3.33160000000
13,1,2039,R1,gassupply1,2025,3.33160000000
22,2,2035,R1,gassupply1,2030,7.29460000000
23,2,2039,R1,gassupply1,2030,7.29460000000
24,2,2040,R1,gassupply1,2030,7.29460000000
25,2,2044,R1,gassupply1,2030,7.29460000000
