,agent,capacity,dst_region,index,installed,region,sector,technology,type,year
4,A1,5.00000000000,R1,0,2020,R1,residential,gasboiler,retrofit,2020
15,A2,5.00000000000,R1,0,2020,R1,residential,gasboiler,retrofit,2020
0,A1,0.50000000000,R1,0,2020,R1,power,gasCCGT,retrofit,2020
21,A2,0.50000000000,R1,0,2020,R1,power,gasCCGT,retrofit,2020
0,A1,7.50000000000,R1,0,2020,R1,gas,gassupply1,retrofit,2020
3,A2,7.50000000000,R1,0,2020,R1,gas,gassupply1,retrofit,2020
4,A1,2.50000000000,R1,0,2020,R1,residential,gasboiler,retrofit,2025
11,A1,9.50000000000,R1,16,2020,R1,residential,heatpump,retrofit,2025
22,A2,2.50000000000,R1,0,2020,R1,residential,gasboiler,retrofit,2025
29,A2,9.50000000000,R1,16,2020,R1,residential,heatpump,retrofit,2025
8,A1,0.50000000000,R1,0,2020,R1,power,gasCCGT,retrofit,2025
42,A1,4.18750000000,R1,52,2020,R1,power,windturbine,retrofit,2025
63,A2,0.50000000000,R1,0,2020,R1,power,gasCCGT,retrofit,2025
97,A2,4.18750000000,R1,52,2020,R1,power,windturbine,retrofit,2025
2,A1,7.50000000000,R1,0,2020,R1,gas,gassupply1,retrofit,2025
12,A2,7.50000000000,R1,0,2020,R1,gas,gassupply1,retrofit,2025
14,A1,9.50000000000,R1,24,2020,R1,residential,heatpump,retrofit,2030
15,A1,5.50000000000,R1,25,2025,R1,residential,heatpump,retrofit,2030
38,A2,9.50000000000,R1,24,2020,R1,residential,heatpump,retrofit,2030
39,A2,5.50000000000,R1,25,2025,R1,residential,heatpump,retrofit,2030
9,A1,4.80560000000,R1,1,2025,R1,power,gasCCGT,retrofit,2030
60,A1,4.18750000000,R1,84,2020,R1,power,windturbine,retrofit,2030
89,A2,4.80560000000,R1,1,2025,R1,power,gasCCGT,retrofit,2030
140,A2,4.18750000000,R1,84,2020,R1,power,windturbine,retrofit,2030
0,A1,3.75000000000,R1,0,2020,R1,gas,gassupply1,retrofit,2030
1,A1,4.27530000000,R1,1,2025,R1,gas,gassupply1,retrofit,2030
14,A2,3.75000000000,R1,0,2020,R1,gas,gassupply1,retrofit,2030
15,A2,4.27530000000,R1,1,2025,R1,gas,gassupply1,retrofit,2030
14,A1,5.50000000000,R1,21,2025,R1,residential,heatpump,retrofit,2035
15,A1,12.50000000000,R1,22,2030,R1,residential,heatpump,retrofit,2035
38,A2,5.50000000000,R1,21,2025,R1,residential,heatpump,retrofit,2035
39,A2,12.50000000000,R1,22,2030,R1,residential,heatpump,retrofit,2035
1,A1,4.80560000000,R1,1,2025,R1,power,gasCCGT,retrofit,2035
70,A1,4.18750000000,R1,120,2020,R1,power,windturbine,retrofit,2035
72,A1,4.50000000000,R1,122,2030,R1,power,windturbine,retrofit,2035
98,A2,4.80560000000,R1,1,2025,R1,power,gasCCGT,retrofit,2035
167,A2,4.18750000000,R1,120,2020,R1,power,windturbine,retrofit,2035
169,A2,4.50000000000,R1,122,2030,R1,power,windturbine,retrofit,2035
2,A1,4.27530000000,R1,0,2025,R1,gas,gassupply1,retrofit,2035
3,A1,3.13270000000,R1,1,2030,R1,gas,gassupply1,retrofit,2035
24,A2,4.27530000000,R1,0,2025,R1,gas,gassupply1,retrofit,2035
25,A2,3.13270000000,R1,1,2030,R1,gas,gassupply1,retrofit,2035
14,A1,12.50000000000,R1,21,2030,R1,residential,heatpump,retrofit,2040
15,A1,8.50000000000,R1,22,2035,R1,residential,heatpump,retrofit,2040
38,A2,12.50000000000,R1,21,2030,R1,residential,heatpump,retrofit,2040
39,A2,8.50000000000,R1,22,2035,R1,residential,heatpump,retrofit,2040
1,A1,4.80560000000,R1,1,2025,R1,power,gasCCGT,retrofit,2040
57,A1,0.00040000000,R1,83,2035,R1,power,solarPV,retrofit,2040
88,A1,4.18750000000,R1,160,2020,R1,power,windturbine,retrofit,2040
90,A1,4.50000000000,R1,162,2030,R1,power,windturbine,retrofit,2040
91,A1,2.24960000000,R1,163,2035,R1,power,windturbine,retrofit,2040
123,A2,4.80560000000,R1,1,2025,R1,power,gasCCGT,retrofit,2040
179,A2,0.00040000000,R1,83,2035,R1,power,solarPV,retrofit,2040
210,A2,4.18750000000,R1,160,2020,R1,power,windturbine,retrofit,2040
212,A2,4.50000000000,R1,162,2030,R1,power,windturbine,retrofit,2040
213,A2,2.24960000000,R1,163,2035,R1,power,windturbine,retrofit,2040
2,A1,4.27530000000,R1,0,2025,R1,gas,gassupply1,retrofit,2040
3,A1,3.13270000000,R1,1,2030,R1,gas,gassupply1,retrofit,2040
4,A1,0.17030000000,R1,2,2035,R1,gas,gassupply1,retrofit,2040
31,A2,4.27530000000,R1,0,2025,R1,gas,gassupply1,retrofit,2040
32,A2,3.13270000000,R1,1,2030,R1,gas,gassupply1,retrofit,2040
33,A2,0.17030000000,R1,2,2035,R1,gas,gassupply1,retrofit,2040
14,A1,8.50000000000,R1,21,2035,R1,residential,heatpump,retrofit,2045
