,commodity,region,technology,year,consumption
0,gas,R1,gasboiler,2035,0.28610000000
1,electricity,R1,heatpump,2035,0.20070000000
2,electricity,R1,heatpump,2035,0.20070000000
3,electricity,R1,heatpump,2040,0.20070000000
4,electricity,R1,heatpump,2040,0.33270000000
5,gas,R1,gasboiler,2035,0.42920000000
6,electricity,R1,heatpump,2035,0.30100000000
7,electricity,R1,heatpump,2035,0.30100000000
8,electricity,R1,heatpump,2040,0.30100000000
9,electricity,R1,heatpump,2040,0.49900000000
10,gas,R1,gasboiler,2035,0.28610000000
11,electricity,R1,heatpump,2035,0.20070000000
12,electricity,R1,heatpump,2035,0.20070000000
13,electricity,R1,heatpump,2040,0.20070000000
14,electricity,R1,heatpump,2040,0.33270000000
15,gas,R1,gasboiler,2035,0.42920000000
16,electricity,R1,heatpump,2035,0.30100000000
17,electricity,R1,heatpump,2035,0.30100000000
18,electricity,R1,heatpump,2040,0.30100000000
19,electricity,R1,heatpump,2040,0.49900000000
20,gas,R1,gasboiler,2035,0.85840000000
21,electricity,R1,heatpump,2035,0.60200000000
22,electricity,R1,heatpump,2035,0.60200000000
23,electricity,R1,heatpump,2040,0.60200000000
24,electricity,R1,heatpump,2040,0.99800000000
25,gas,R1,gasboiler,2035,0.57230000000
26,electricity,R1,heatpump,2035,0.40130000000
27,electricity,R1,heatpump,2035,0.40130000000
28,electricity,R1,heatpump,2040,0.40130000000
29,electricity,R1,heatpump,2040,0.66530000000
