commodity,year,asset,region,technology,installed,supply
heat,2040,0,R1,gasboiler,2030,1666.49770000000
heat,2040,3,R1,heatpump,2030,2597.00640000000
heat,2040,4,R1,heatpump,2035,282.39010000000
heat,2045,2,R1,gasboiler,2040,1785.94440000000
heat,2045,4,R1,heatpump,2035,282.39010000000
heat,2045,5,R1,heatpump,2040,2554.11580000000
CO2f,2040,0,R1,gasboiler,2030,107839.06449999999
CO2f,2045,2,R1,gasboiler,2040,115568.46420000000
