region,timeslice,commodity,year,month,day,hour,supply
R1,0,heat,2020,all-year,all-week,night,0.71070000000
R1,0,heat,2025,all-year,all-week,night,0.93250000000
R1,0,CO2f,2020,all-year,all-week,night,45.99010000000
R1,0,CO2f,2025,all-year,all-week,night,13.41830000000
R1,1,heat,2020,all-year,all-week,morning,1.07110000000
R1,1,heat,2025,all-year,all-week,morning,1.40530000000
R1,1,CO2f,2020,all-year,all-week,morning,69.30900000000
R1,1,CO2f,2025,all-year,all-week,morning,20.22190000000
R1,2,heat,2020,all-year,all-week,mid-afternoon,0.71070000000
R1,2,heat,2025,all-year,all-week,mid-afternoon,0.93250000000
R1,2,CO2f,2020,all-year,all-week,mid-afternoon,45.99010000000
R1,2,CO2f,2025,all-year,all-week,mid-afternoon,13.41830000000
R1,3,heat,2020,all-year,all-week,early-peak,1.07110000000
R1,3,heat,2025,all-year,all-week,early-peak,1.40530000000
R1,3,CO2f,2020,all-year,all-week,early-peak,69.30900000000
R1,3,CO2f,2025,all-year,all-week,early-peak,20.22190000000
R1,4,heat,2020,all-year,all-week,late-peak,2.14210000000
R1,4,heat,2025,all-year,all-week,late-peak,2.81050000000
R1,4,CO2f,2020,all-year,all-week,late-peak,138.61800000000
R1,4,CO2f,2025,all-year,all-week,late-peak,40.44370000000
R1,5,heat,2020,all-year,all-week,evening,1.43140000000
R1,5,heat,2025,all-year,all-week,evening,1.87810000000
R1,5,CO2f,2020,all-year,all-week,evening,92.62790000000
R1,5,CO2f,2025,all-year,all-week,evening,27.02550000000
R1,6,heat,2020,all-year,all-week,early-morning,1.43140000000
R1,6,heat,2025,all-year,all-week,early-morning,1.87810000000
R1,6,CO2f,2020,all-year,all-week,early-morning,92.62790000000
R1,6,CO2f,2025,all-year,all-week,early-morning,27.02550000000
R1,7,heat,2020,all-year,all-week,late-afternoon,1.43140000000
R1,7,heat,2025,all-year,all-week,late-afternoon,1.87810000000
R1,7,CO2f,2020,all-year,all-week,late-afternoon,92.62790000000
R1,7,CO2f,2025,all-year,all-week,late-afternoon,27.02550000000
