,asset,year,region,installed,technology,capacity
46,3,2060,R1,2050,gassupply1,5.80000000000
47,3,2064,R1,2050,gassupply1,5.80000000000
61,4,2065,R1,2060,gassupply1,5.80000000000
62,4,2070,R1,2060,gassupply1,5.80000000000
63,4,2074,R1,2060,gassupply1,5.80000000000
