,commodity,region,technology,year,consumption
0,gas,R1,gasCCGT,2025,0.07510000000
1,wind,R1,windturbine,2025,0.12230000000
2,gas,R1,gasCCGT,2025,0.11270000000
3,wind,R1,windturbine,2025,0.18350000000
4,gas,R1,gasCCGT,2025,0.07510000000
5,wind,R1,windturbine,2025,0.12230000000
6,gas,R1,gasCCGT,2025,0.11270000000
7,wind,R1,windturbine,2025,0.18350000000
8,gas,R1,gasCCGT,2025,0.22540000000
9,wind,R1,windturbine,2025,0.36700000000
10,gas,R1,gasCCGT,2025,0.15030000000
11,wind,R1,windturbine,2025,0.24470000000
